"A","B","D","group_id","cardinality","synteny","group","chrs","origin","hit_A","hit_B","hit_D","from","n_hits","direction"
"TraesCS1A03G0256500","TraesCS1B03G0347700","TraesCS1D03G0257100",494,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Up"
"TraesCS1A03G0256300","TraesCS1B03G0347800","TraesCS1D03G0257200",495,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Up"
"TraesCS1A03G0255900","TraesCS1B03G0356800","TraesCS1D03G0258100",497,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Up"
"TraesCS1A03G0255300","TraesCS1B03G0356000","TraesCS1D03G0258400",498,"01:01:01","syntenic","triad",1,"ABD",TRUE,TRUE,FALSE,"AB",2,"Up"
"TraesCS1A03G0255000","TraesCS1B03G0355400","TraesCS1D03G0258800",500,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,TRUE,"D",1,"Up"
"TraesCS1A03G0261400","TraesCS1B03G0354200","TraesCS1D03G0261100",502,"01:01:01","syntenic","triad",1,"ABD",TRUE,TRUE,FALSE,"AB",2,"Up"
"TraesCS1A03G0260900","TraesCS1B03G0352200","TraesCS1D03G0263500",503,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Up"
"TraesCS1A03G0260200","TraesCS1B03G0351100","TraesCS1D03G0264000",506,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Up"
"TraesCS1A03G0266700","TraesCS1B03G0349500","TraesCS1D03G0265000",511,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Up"
"TraesCS1A03G0267900","TraesCS1B03G0348500","TraesCS1D03G0266200",514,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Up"
"TraesCS1A03G0271800","TraesCS1B03G0359400","TraesCS1D03G0268800",521,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Up"
"TraesCS1A03G0272100","TraesCS1B03G0359800","TraesCS1D03G0269400",522,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Up"
"TraesCS1A03G0273000","TraesCS1B03G0360300","TraesCS1D03G0270500",525,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Up"
"TraesCS1A03G0273100","TraesCS1B03G0360700","TraesCS1D03G0270700",526,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Up"
"TraesCS1A03G0273200","TraesCS1B03G0360800","TraesCS1D03G0270800",527,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Up"
"TraesCS1A03G0280800","TraesCS1B03G0366100","TraesCS1D03G0276000",542,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Up"
"TraesCS1A03G0281400","TraesCS1B03G0367100","TraesCS1D03G0276600",544,"01:01:01","syntenic","triad",1,"ABD",TRUE,TRUE,TRUE,"ABD",3,"Up"
"TraesCS1A03G0282800","TraesCS1B03G0367600","TraesCS1D03G0277100",547,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Up"
"TraesCS1A03G0286300","TraesCS1B03G0370300","TraesCS1D03G0279800",553,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Up"
"TraesCS1A03G0290200","TraesCS1B03G0373600","TraesCS1D03G0283700",565,"01:01:01","syntenic","triad",1,"ABD",TRUE,TRUE,TRUE,"ABD",3,"Up"
"TraesCS1A03G0290300","TraesCS1B03G0374000","TraesCS1D03G0283800",566,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Up"
"TraesCS1A03G0290900","TraesCS1B03G0374100","TraesCS1D03G0283900",567,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Up"
"TraesCS1A03G0293500","TraesCS1B03G0376600","TraesCS1D03G0285500",572,"01:01:01","syntenic","triad",1,"ABD",TRUE,TRUE,TRUE,"ABD",3,"Up"
"TraesCS1A03G0294600","TraesCS1B03G0378300","TraesCS1D03G0286700",575,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Up"
"TraesCS1A03G0295000","TraesCS1B03G0380000","TraesCS1D03G0287300",578,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Up"
"TraesCS1A03G0295200","TraesCS1B03G0380400","TraesCS1D03G0287900",579,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Up"
"TraesCS1A03G0295500","TraesCS1B03G0381700","TraesCS1D03G0288200",582,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Up"
"TraesCS1A03G0297300","TraesCS1B03G0383500","TraesCS1D03G0289200",585,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Up"
"TraesCS1A03G0299700","TraesCS1B03G0385200","TraesCS1D03G0290300",587,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Up"
"TraesCS1A03G0300200","TraesCS1B03G0385500","TraesCS1D03G0291400",589,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Up"
"TraesCS1A03G0301200","TraesCS1B03G0386200","TraesCS1D03G0292200",591,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Up"
"TraesCS1A03G0302700","TraesCS1B03G0387000","TraesCS1D03G0293000",593,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Up"
"TraesCS1A03G0303800","TraesCS1B03G0388500","TraesCS1D03G0293700",594,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Up"
"TraesCS1A03G0304700","TraesCS1B03G0389200","TraesCS1D03G0294500",597,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Up"
"TraesCS1A03G0304900","TraesCS1B03G0393300","TraesCS1D03G0294700",598,"01:01:01","syntenic","triad",1,"ABD",FALSE,TRUE,FALSE,"B",1,"Up"
"TraesCS1A03G0347000","TraesCS1B03G0435100","TraesCS1D03G0295400",599,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,TRUE,"D",1,"Up"
"TraesCS1A03G0341100","TraesCS1B03G0424200","TraesCS1D03G0296200",602,"01:01:01","syntenic","triad",1,"ABD",TRUE,TRUE,TRUE,"ABD",3,"Up"
"TraesCS1A03G0342100","TraesCS1B03G0413100","TraesCS1D03G0297100",603,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Up"
"TraesCS1A03G0320300","TraesCS1B03G0403700","TraesCS1D03G0297700",605,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Up"
"TraesCS1A03G0325400","TraesCS1B03G0401800","TraesCS1D03G0298700",608,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Up"
"TraesCS1A03G0324000","TraesCS1B03G0400200","TraesCS1D03G0299200",611,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Up"
"TraesCS1A03G0323800","TraesCS1B03G0400500","TraesCS1D03G0299300",612,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Up"
"TraesCS1A03G0343000","TraesCS1B03G0410800","TraesCS1D03G0300000",614,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Up"
"TraesCS1A03G0319000","TraesCS1B03G0405400","TraesCS1D03G0301200",617,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Up"
"TraesCS1A03G0316300","TraesCS1B03G0409400","TraesCS1D03G0302100",619,"01:01:01","syntenic","triad",1,"ABD",TRUE,TRUE,TRUE,"ABD",3,"Up"
"TraesCS1A03G0316400","TraesCS1B03G0409100","TraesCS1D03G0302600",620,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Up"
"TraesCS1A03G0316200","TraesCS1B03G0399500","TraesCS1D03G0303200",622,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Up"
"TraesCS1A03G0313800","TraesCS1B03G0398200","TraesCS1D03G0303900",624,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Up"
"TraesCS1A03G0313200","TraesCS1B03G0397700","TraesCS1D03G0304300",627,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Up"
"TraesCS1A03G0311400","TraesCS1B03G0394400","TraesCS1D03G0307200",634,"01:01:01","syntenic","triad",1,"ABD",TRUE,TRUE,TRUE,"ABD",3,"Up"
"TraesCS1A03G0310800","TraesCS1B03G0394800","TraesCS1D03G0307900",636,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Up"
"TraesCS1A03G0310500","TraesCS1B03G0389300","TraesCS1D03G0308200",637,"01:01:01","syntenic","triad",1,"ABD",FALSE,TRUE,FALSE,"B",1,"Up"
"TraesCS1A03G0309300","TraesCS1B03G0389400","TraesCS1D03G0308500",639,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Up"
"TraesCS1A03G0309000","TraesCS1B03G0389900","TraesCS1D03G0309100",641,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Up"
"TraesCS1A03G0308600","TraesCS1B03G0390800","TraesCS1D03G0310800",643,"01:01:01","syntenic","triad",1,"ABD",TRUE,TRUE,TRUE,"ABD",3,"Up"
"TraesCS1A03G0307800","TraesCS1B03G0391700","TraesCS1D03G0311200",645,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Up"
"TraesCS1A03G0347400","TraesCS1B03G0411500","TraesCS1D03G0315600",649,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Up"
"TraesCS1A03G0352600","TraesCS1B03G0425900","TraesCS1D03G0316300",650,"01:01:01","syntenic","triad",1,"ABD",TRUE,TRUE,TRUE,"ABD",3,"Up"
"TraesCS1A03G0352100","TraesCS1B03G0427300","TraesCS1D03G0316600",651,"01:01:01","syntenic","triad",1,"ABD",TRUE,TRUE,FALSE,"AB",2,"Up"
"TraesCS1A03G0330800","TraesCS1B03G0438300","TraesCS1D03G0320000",657,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Up"
"TraesCS1A03G0364800","TraesCS1B03G0418900","TraesCS1D03G0322000",658,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Up"
"TraesCS1A03G0370700","TraesCS1B03G0413600","TraesCS1D03G0322500",659,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Up"
"TraesCS1A03G0371500","TraesCS1B03G0419200","TraesCS1D03G0323000",661,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Up"
"TraesCS1A03G0363800","TraesCS1B03G0415700","TraesCS1D03G0327000",663,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,TRUE,"D",1,"Up"
"TraesCS1A03G0371800","TraesCS1B03G0422000","TraesCS1D03G0328100",664,"01:01:01","syntenic","triad",1,"ABD",TRUE,TRUE,FALSE,"AB",2,"Up"
"TraesCS1A03G0357800","TraesCS1B03G0436100","TraesCS1D03G0330200",665,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Up"
"TraesCS1A03G0369600","TraesCS1B03G0432400","TraesCS1D03G0337600",672,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Up"
"TraesCS1A03G0369700","TraesCS1B03G0432500","TraesCS1D03G0337900",673,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Up"
"TraesCS1A03G0370000","TraesCS1B03G0439800","TraesCS1D03G0338300",674,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Up"
"TraesCS1A03G0337200","TraesCS1B03G0443100","TraesCS1D03G0338600",675,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Up"
"TraesCS1A03G0330400","TraesCS1B03G0440300","TraesCS1D03G0342700",678,"01:01:01","syntenic","triad",1,"ABD",TRUE,FALSE,TRUE,"AD",2,"Up"
"TraesCS1A03G0355000","TraesCS1B03G0442700","TraesCS1D03G0344500",679,"01:01:01","syntenic","triad",1,"ABD",TRUE,TRUE,TRUE,"ABD",3,"Up"
"TraesCS1A03G0332500","TraesCS1B03G0432100","TraesCS1D03G0344600",680,"01:01:01","syntenic","triad",1,"ABD",FALSE,TRUE,FALSE,"B",1,"Up"
"TraesCS1A03G0331200","TraesCS1B03G0447400","TraesCS1D03G0344800",681,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Up"
"TraesCS1A03G0360300","TraesCS1B03G0448900","TraesCS1D03G0347700",682,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,TRUE,"D",1,"Up"
"TraesCS1A03G0360600","TraesCS1B03G0450000","TraesCS1D03G0347900",683,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Up"
"TraesCS1A03G0361500","TraesCS1B03G0450400","TraesCS1D03G0348800",684,"01:01:01","syntenic","triad",1,"ABD",TRUE,TRUE,TRUE,"ABD",3,"Up"
"TraesCS1A03G0329700","TraesCS1B03G0453000","TraesCS1D03G0351300",692,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Up"
"TraesCS1A03G0374600","TraesCS1B03G0453200","TraesCS1D03G0351700",694,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Up"
"TraesCS1A03G0377200","TraesCS1B03G0453800","TraesCS1D03G0352300",697,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,TRUE,"D",1,"Up"
"TraesCS1A03G0378500","TraesCS1B03G0455600","TraesCS1D03G0354500",701,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Up"
"TraesCS1A03G0380000","TraesCS1B03G0456600","TraesCS1D03G0355700",704,"01:01:01","syntenic","triad",1,"ABD",TRUE,TRUE,TRUE,"ABD",3,"Up"
"TraesCS1A03G0380800","TraesCS1B03G0462300","TraesCS1D03G0356300",707,"01:01:01","syntenic","triad",1,"ABD",TRUE,TRUE,TRUE,"ABD",3,"Up"
"TraesCS1A03G0381000","TraesCS1B03G0462200","TraesCS1D03G0356400",708,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Up"
"TraesCS1A03G0381900","TraesCS1B03G0462000","TraesCS1D03G0356800",710,"01:01:01","syntenic","triad",1,"ABD",TRUE,TRUE,TRUE,"ABD",3,"Up"
"TraesCS1A03G0382300","TraesCS1B03G0460100","TraesCS1D03G0357500",712,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Up"
"TraesCS1A03G0384100","TraesCS1B03G0458600","TraesCS1D03G0358300",713,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Up"
"TraesCS1A03G0384900","TraesCS1B03G0457400","TraesCS1D03G0359200",715,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,TRUE,"D",1,"Up"
"TraesCS1A03G0385800","TraesCS1B03G0467300","TraesCS1D03G0360000",717,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Up"
"TraesCS1A03G0386600","TraesCS1B03G0468100","TraesCS1D03G0360500",718,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Up"
"TraesCS1A03G0387000","TraesCS1B03G0468700","TraesCS1D03G0361100",721,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Up"
"TraesCS1A03G0387100","TraesCS1B03G0468800","TraesCS1D03G0361300",722,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Up"
"TraesCS1A03G0387200","TraesCS1B03G0468900","TraesCS1D03G0361700",723,"01:01:01","syntenic","triad",1,"ABD",TRUE,FALSE,FALSE,"A",1,"Up"
"TraesCS1A03G0390800","TraesCS1B03G0472300","TraesCS1D03G0363700",728,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Up"
"TraesCS1A03G0391400","TraesCS1B03G0473000","TraesCS1D03G0364300",729,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Up"
"TraesCS1A03G0393700","TraesCS1B03G0482300","TraesCS1D03G0365200",736,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Up"
"TraesCS1A03G0394600","TraesCS1B03G0483800","TraesCS1D03G0365400",737,"01:01:01","syntenic","triad",1,"ABD",TRUE,TRUE,TRUE,"ABD",3,"Up"
"TraesCS1A03G0396400","TraesCS1B03G0483000","TraesCS1D03G0366600",739,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Up"
"TraesCS1A03G0397700","TraesCS1B03G0485200","TraesCS1D03G0367600",742,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Up"
"TraesCS1A03G0398900","TraesCS1B03G0485900","TraesCS1D03G0369000",746,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Up"
"TraesCS1A03G0402000","TraesCS1B03G0492700","TraesCS1D03G0370800",749,"01:01:01","syntenic","triad",1,"ABD",FALSE,TRUE,FALSE,"B",1,"Up"
"TraesCS1A03G0402100","TraesCS1B03G0493200","TraesCS1D03G0370900",750,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Up"
"TraesCS1A03G0402900","TraesCS1B03G0494000","TraesCS1D03G0371900",754,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Up"
"TraesCS1A03G0403100","TraesCS1B03G0494100","TraesCS1D03G0372000",755,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Up"
"TraesCS1A03G0404300","TraesCS1B03G0494600","TraesCS1D03G0373400",757,"01:01:01","syntenic","triad",1,"ABD",FALSE,TRUE,TRUE,"BD",2,"Up"
"TraesCS1A03G0404600","TraesCS1B03G0494800","TraesCS1D03G0373600",758,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Up"
"TraesCS1A03G0405700","TraesCS1B03G0496900","TraesCS1D03G0375200",762,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Up"
"TraesCS1A03G0405800","TraesCS1B03G0497000","TraesCS1D03G0375400",763,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Up"
"TraesCS1A03G0407700","TraesCS1B03G0499000","TraesCS1D03G0376600",769,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Up"
"TraesCS1A03G0408100","TraesCS1B03G0499300","TraesCS1D03G0376900",771,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Up"
"TraesCS1A03G0409400","TraesCS1B03G0500700","TraesCS1D03G0377700",773,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Up"
"TraesCS1A03G0445700","TraesCS1B03G0537700","TraesCS1D03G0386300",778,"01:01:01","syntenic","triad",1,"ABD",TRUE,TRUE,FALSE,"AB",2,"Up"
"TraesCS1A03G0411300","TraesCS1B03G0506800","TraesCS1D03G0390300",779,"01:01:01","syntenic","triad",1,"ABD",FALSE,TRUE,FALSE,"B",1,"Up"
"TraesCS1A03G0413200","TraesCS1B03G0505700","TraesCS1D03G0391800",785,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Up"
"TraesCS1A03G0413900","TraesCS1B03G0502700","TraesCS1D03G0397500",787,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Up"
"TraesCS1A03G0414800","TraesCS1B03G0507000","TraesCS1D03G0398100",790,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Up"
"TraesCS1A03G0416600","TraesCS1B03G0509100","TraesCS1D03G0398800",793,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Up"
"TraesCS1A03G0419500","TraesCS1B03G0512400","TraesCS1D03G0401500",799,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Up"
"TraesCS1A03G0420300","TraesCS1B03G0513500","TraesCS1D03G0402000",801,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Up"
"TraesCS1A03G0420500","TraesCS1B03G0514800","TraesCS1D03G0402200",802,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Up"
"TraesCS1A03G0425300","TraesCS1B03G0515400","TraesCS1D03G0402600",803,"01:01:01","syntenic","triad",1,"ABD",TRUE,FALSE,TRUE,"AD",2,"Up"
"TraesCS1A03G0425900","TraesCS1B03G0515500","TraesCS1D03G0402700",804,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Up"
"TraesCS1A03G0426600","TraesCS1B03G0516100","TraesCS1D03G0402800",805,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Up"
"TraesCS1A03G0427800","TraesCS1B03G0516400","TraesCS1D03G0403000",807,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Up"
"TraesCS1A03G0428100","TraesCS1B03G0517600","TraesCS1D03G0404100",809,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Up"
"TraesCS1A03G0428200","TraesCS1B03G0517700","TraesCS1D03G0404200",810,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Up"
"TraesCS1A03G0428400","TraesCS1B03G0517800","TraesCS1D03G0404500",811,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Up"
"TraesCS1A03G0428600","TraesCS1B03G0519600","TraesCS1D03G0404800",812,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Up"
"TraesCS1A03G0428800","TraesCS1B03G0518300","TraesCS1D03G0404900",813,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Up"
"TraesCS1A03G0429000","TraesCS1B03G0518100","TraesCS1D03G0405100",815,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Up"
"TraesCS1A03G0429500","TraesCS1B03G0521200","TraesCS1D03G0405500",817,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Up"
"TraesCS1A03G0429600","TraesCS1B03G0521300","TraesCS1D03G0405700",818,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Up"
"TraesCS1A03G0430900","TraesCS1B03G0522500","TraesCS1D03G0406100",821,"01:01:01","syntenic","triad",1,"ABD",TRUE,TRUE,TRUE,"ABD",3,"Up"
"TraesCS1A03G0432900","TraesCS1B03G0521700","TraesCS1D03G0407300",826,"01:01:01","syntenic","triad",1,"ABD",FALSE,TRUE,FALSE,"B",1,"Up"
"TraesCS1A03G0433600","TraesCS1B03G0528300","TraesCS1D03G0407600",827,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Up"
"TraesCS1A03G0434100","TraesCS1B03G0528400","TraesCS1D03G0408000",828,"01:01:01","syntenic","triad",1,"ABD",TRUE,TRUE,TRUE,"ABD",3,"Up"
"TraesCS1A03G0438300","TraesCS1B03G0532800","TraesCS1D03G0411400",837,"01:01:01","syntenic","triad",1,"ABD",FALSE,TRUE,TRUE,"BD",2,"Up"
"TraesCS1A03G0441900","TraesCS1B03G0533200","TraesCS1D03G0412000",839,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Up"
"TraesCS1A03G0439700","TraesCS1B03G0534400","TraesCS1D03G0413000",842,"01:01:01","syntenic","triad",1,"ABD",TRUE,TRUE,TRUE,"ABD",3,"Up"
"TraesCS1A03G0442400","TraesCS1B03G0535100","TraesCS1D03G0413600",845,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Up"
"TraesCS1A03G0447200","TraesCS1B03G0539000","TraesCS1D03G0417500",848,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Up"
"TraesCS1A03G0447800","TraesCS1B03G0540000","TraesCS1D03G0418100",850,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Up"
"TraesCS1A03G0477800","TraesCS1B03G0593700","TraesCS1D03G0418400",851,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Up"
"TraesCS1A03G0476900","TraesCS1B03G0593000","TraesCS1D03G0419000",853,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Up"
"TraesCS1A03G0475600","TraesCS1B03G0594300","TraesCS1D03G0419400",854,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Up"
"TraesCS1A03G0474600","TraesCS1B03G0594700","TraesCS1D03G0420300",856,"01:01:01","syntenic","triad",1,"ABD",FALSE,TRUE,FALSE,"B",1,"Up"
"TraesCS1A03G0474000","TraesCS1B03G0596400","TraesCS1D03G0420700",858,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Up"
"TraesCS1A03G0473900","TraesCS1B03G0596600","TraesCS1D03G0421100",859,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,TRUE,"D",1,"Up"
"TraesCS1A03G0472600","TraesCS1B03G0559500","TraesCS1D03G0422200",863,"01:01:01","syntenic","triad",1,"ABD",TRUE,TRUE,FALSE,"AB",2,"Up"
"TraesCS1A03G0472200","TraesCS1B03G0560000","TraesCS1D03G0422500",864,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Up"
"TraesCS1A03G0471200","TraesCS1B03G0560900","TraesCS1D03G0423800",866,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Up"
"TraesCS1A03G0466600","TraesCS1B03G0563100","TraesCS1D03G0426100",870,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Up"
"TraesCS1A03G0466200","TraesCS1B03G0563500","TraesCS1D03G0426200",871,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Up"
"TraesCS1A03G0465800","TraesCS1B03G0563600","TraesCS1D03G0427100",872,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Up"
"TraesCS1A03G0465100","TraesCS1B03G0564700","TraesCS1D03G0427900",877,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Up"
"TraesCS1A03G0464100","TraesCS1B03G0597800","TraesCS1D03G0428100",878,"01:01:01","syntenic","triad",1,"ABD",FALSE,FALSE,FALSE,"none",0,"Up"
