"CS_reference" "Paragon_reference" "Category"
"TraesCS5B03G0462200" "TraesPARA_EIv1.0_1674080" "Ambiguous"
"TraesCS5B03G0477600" "TraesPARA_EIv1.0_1675420" "Trans only"
"TraesCS5B03G0489300" "TraesPARA_EIv1.0_1676560" "Conserved"
"TraesCS5B03G0493800" "TraesPARA_EIv1.0_1676910" "Ambiguous"
"TraesCS5B03G0074700" "TraesPARA_EIv1.0_1635080" "Conserved"
"TraesCS5B03G0075000" "TraesPARA_EIv1.0_1635130" "Ambiguous"
"TraesCS5B03G0075200" "TraesPARA_EIv1.0_1635140" "Conserved"
"TraesCS5B03G0137600" "TraesPARA_EIv1.0_1640950" "Conserved"
"TraesCS5B03G0144100" "TraesPARA_EIv1.0_1641550" "Ambiguous"
"TraesCS5B03G0154000" "TraesPARA_EIv1.0_1642790" "Ambiguous"
"TraesCS5B03G0155300" "TraesPARA_EIv1.0_1643060" "Conserved"
"TraesCS5B03G0163500" "TraesPARA_EIv1.0_1643920" "Conserved"
"TraesCS5B03G0173000" "TraesPARA_EIv1.0_1644530" "Ambiguous"
"TraesCS5B03G0175700" "TraesPARA_EIv1.0_1644220" "Ambiguous"
"TraesCS5B03G0176500" "TraesPARA_EIv1.0_1645040" "Conserved"
"TraesCS5B03G0188000" "TraesPARA_EIv1.0_1646190" "Conserved"
"TraesCS5B03G0704500" "TraesPARA_EIv1.0_1696620" "Conserved"
"TraesCS5B03G0707800" "TraesPARA_EIv1.0_1696940" "Ambiguous"
"TraesCS5B03G0708300" "TraesPARA_EIv1.0_1697020" "Conserved"
"TraesCS5B03G0708400" "TraesPARA_EIv1.0_1697030" "Ambiguous"
"TraesCS5B03G0710400" "TraesPARA_EIv1.0_1697230" "Ambiguous"
"TraesCS5B03G0710800" "TraesPARA_EIv1.0_1697260" "Ambiguous"
"TraesCS5B03G0721300" "TraesPARA_EIv1.0_1698480" "Ambiguous"
"TraesCS5B03G0723200" "TraesPARA_EIv1.0_1698690" "Ambiguous"
"TraesCS5B03G0725200" "TraesPARA_EIv1.0_1698950" "Ambiguous"
"TraesCS5B03G0726300" "TraesPARA_EIv1.0_1699050" "Conserved"
"TraesCS5B03G0726500" "TraesPARA_EIv1.0_1699080" "Conserved"
"TraesCS5B03G0737700" "TraesPARA_EIv1.0_1700200" "Ambiguous"
"TraesCS5B03G0745100" "TraesPARA_EIv1.0_1700760" "Conserved"
"TraesCS5B03G0750900" "TraesPARA_EIv1.0_1701410" "Ambiguous"
"TraesCS5B03G0759500" "TraesPARA_EIv1.0_1702320" "Conserved"
"TraesCS5B03G0764800" "TraesPARA_EIv1.0_1702820" "Conserved"
"TraesCS5B03G0765100" "TraesPARA_EIv1.0_1702880" "Conserved"
"TraesCS5B03G0773300" "TraesPARA_EIv1.0_1703650" "Conserved"
"TraesCS5B03G0774900" "TraesPARA_EIv1.0_1703840" "Conserved"
"TraesCS5B03G0776000" "TraesPARA_EIv1.0_1703940" "Ambiguous"
"TraesCS5B03G0782600" "TraesPARA_EIv1.0_1704680" "Ambiguous"
"TraesCS5B03G0788300" "TraesPARA_EIv1.0_1705300" "Conserved"
"TraesCS5B03G0539100" "TraesPARA_EIv1.0_1681220" "Conserved"
"TraesCS5B03G0540200" "TraesPARA_EIv1.0_1681290" "Ambiguous"
"TraesCS5B03G0804000" "TraesPARA_EIv1.0_1706730" "Ambiguous"
"TraesCS5B03G0541200" "TraesPARA_EIv1.0_1681350" "Conserved"
"TraesCS5B03G0817700" "TraesPARA_EIv1.0_1708230" "Conserved"
"TraesCS5B03G0833900" "TraesPARA_EIv1.0_1709940" "Ambiguous"
"TraesCS5B03G0838300" "TraesPARA_EIv1.0_1710470" "Ambiguous"
"TraesCS5B03G0872200" "TraesPARA_EIv1.0_1713700" "Ambiguous"
"TraesCS5B03G0892400" "TraesPARA_EIv1.0_1715800" "Ambiguous"
"TraesCS5B03G0893500" "TraesPARA_EIv1.0_1715960" "Ambiguous"
"TraesCS5B03G0896100" "TraesPARA_EIv1.0_1716240" "Ambiguous"
"TraesCS5B03G0896400" "TraesPARA_EIv1.0_1716260" "Ambiguous"
"TraesCS5B03G0903500" "TraesPARA_EIv1.0_1716960" "Conserved"
"TraesCS5B03G0903700" "TraesPARA_EIv1.0_1716970" "Conserved"
"TraesCS5B03G0904200" "TraesPARA_EIv1.0_1717070" "Trans only"
"TraesCS5B03G0904300" "TraesPARA_EIv1.0_1717060" "Ambiguous"
"TraesCS5B03G0522000" "TraesPARA_EIv1.0_1679500" "Conserved"
"TraesCS5B03G0909400" "TraesPARA_EIv1.0_1717650" "Conserved"
"TraesCS5B03G0918300" "TraesPARA_EIv1.0_1718570" "Conserved"
"TraesCS5B03G0937500" "TraesPARA_EIv1.0_1720350" "Conserved"
"TraesCS5B03G0940500" "TraesPARA_EIv1.0_1720650" "Conserved"
"TraesCS5B03G0953400" "TraesPARA_EIv1.0_1721900" "Ambiguous"
"TraesCS5B03G0957200" "TraesPARA_EIv1.0_1722140" "Conserved"
"TraesCS5B03G0962700" "TraesPARA_EIv1.0_1722640" "Conserved"
"TraesCS5B03G0964600" "TraesPARA_EIv1.0_1722890" "Ambiguous"
"TraesCS5B03G0966100" "TraesPARA_EIv1.0_1723030" "Conserved"
"TraesCS5B03G0973000" "TraesPARA_EIv1.0_1723430" "Conserved"
"TraesCS5B03G0977100" "TraesPARA_EIv1.0_1723870" "Ambiguous"
"TraesCS5B03G0978600" "TraesPARA_EIv1.0_1723960" "Conserved"
"TraesCS5B03G0979500" "TraesPARA_EIv1.0_1724040" "Ambiguous"
"TraesCS5B03G0985300" "TraesPARA_EIv1.0_1724610" "Ambiguous"
"TraesCS5B03G0994900" "TraesPARA_EIv1.0_1725560" "Conserved"
"TraesCS5B03G1015500" "TraesPARA_EIv1.0_1727600" "Conserved"
"TraesCS5B03G1015700" "TraesPARA_EIv1.0_1727630" "Ambiguous"
"TraesCS5B03G1016200" "TraesPARA_EIv1.0_1727660" "Trans only"
"TraesCS5B03G1026600" "TraesPARA_EIv1.0_1728800" "Trans only"
"TraesCS5B03G1036000" "TraesPARA_EIv1.0_1729820" "Ambiguous"
"TraesCS5B03G0555700" "TraesPARA_EIv1.0_1682730" "Ambiguous"
"TraesCS5B03G0555800" "TraesPARA_EIv1.0_1682750" "Ambiguous"
"TraesCS5B03G1059200" "TraesPARA_EIv1.0_1732060" "Cis only"
"TraesCS5B03G1061200" "TraesPARA_EIv1.0_1732220" "Conserved"
"TraesCS5B03G1061400" "TraesPARA_EIv1.0_1732240" "Conserved"
"TraesCS5B03G0557600" "TraesPARA_EIv1.0_1682870" "Ambiguous"
"TraesCS5B03G1079200" "TraesPARA_EIv1.0_1734420" "Ambiguous"
"TraesCS5B03G1083200" "TraesPARA_EIv1.0_1734820" "Conserved"
"TraesCS5B03G1094500" "TraesPARA_EIv1.0_1736010" "Conserved"
"TraesCS5B03G0558500" "TraesPARA_EIv1.0_1683030" "Ambiguous"
"TraesCS5B03G0558600" "TraesPARA_EIv1.0_1683050" "Conserved"
"TraesCS5B03G1135900" "TraesPARA_EIv1.0_1739870" "Conserved"
"TraesCS5B03G1137400" "TraesPARA_EIv1.0_1739980" "Conserved"
"TraesCS5B03G1140300" "TraesPARA_EIv1.0_1740270" "Ambiguous"
"TraesCS5B03G1140700" "TraesPARA_EIv1.0_1740300" "Ambiguous"
"TraesCS5B03G1147500" "TraesPARA_EIv1.0_1740990" "Ambiguous"
"TraesCS5B03G1148100" "TraesPARA_EIv1.0_1741080" "Conserved"
"TraesCS5B03G1150200" "TraesPARA_EIv1.0_1741360" "Ambiguous"
"TraesCS5B03G1167600" "TraesPARA_EIv1.0_1743020" "Conserved"
"TraesCS5B03G1172800" "TraesPARA_EIv1.0_1743460" "Ambiguous"
"TraesCS5B03G1173900" "TraesPARA_EIv1.0_1743580" "Conserved"
"TraesCS5B03G1174100" "TraesPARA_EIv1.0_1743590" "Conserved"
"TraesCS5B03G1188000" "TraesPARA_EIv1.0_1744880" "Ambiguous"
"TraesCS5B03G1208400" "TraesPARA_EIv1.0_1747040" "Conserved"
"TraesCS5B03G1217900" "TraesPARA_EIv1.0_1748140" "Ambiguous"
"TraesCS5B03G1221400" "TraesPARA_EIv1.0_1748440" "Ambiguous"
"TraesCS5B03G1225400" "TraesPARA_EIv1.0_1748790" "Conserved"
"TraesCS5B03G1230400" "TraesPARA_EIv1.0_1749210" "Conserved"
"TraesCS5B03G1250900" "TraesPARA_EIv1.0_1751000" "Conserved"
"TraesCS5B03G1267400" "TraesPARA_EIv1.0_1752480" "Conserved"
"TraesCS5B03G1275300" "TraesPARA_EIv1.0_1753360" "Conserved"
"TraesCS5B03G1294200" "TraesPARA_EIv1.0_1755160" "Ambiguous"
"TraesCS5B03G1297500" "TraesPARA_EIv1.0_1755410" "Conserved"
"TraesCS5B03G1302100" "TraesPARA_EIv1.0_1755910" "Conserved"
"TraesCS5B03G1304400" "TraesPARA_EIv1.0_1756090" "Trans only"
"TraesCS5B03G1309100" "TraesPARA_EIv1.0_1756510" "Conserved"
"TraesCS5B03G1309200" "TraesPARA_EIv1.0_1756520" "Conserved"
"TraesCS5B03G1314100" "TraesPARA_EIv1.0_1757520" "Conserved"
"TraesCS5B03G1314300" "TraesPARA_EIv1.0_1757540" "Ambiguous"
"TraesCS5B03G1319200" "TraesPARA_EIv1.0_1758050" "Conserved"
"TraesCS5B03G1326900" "TraesPARA_EIv1.0_1759010" "Conserved"
"TraesCS5B03G1337700" "TraesPARA_EIv1.0_1760020" "Conserved"
"TraesCS5B03G0588200" "TraesPARA_EIv1.0_1685870" "Ambiguous"
"TraesCS5B03G0592600" "TraesPARA_EIv1.0_1686250" "Conserved"
"TraesCS5B03G0609200" "TraesPARA_EIv1.0_1687710" "Conserved"
"TraesCS5B03G0611500" "TraesPARA_EIv1.0_1687920" "Ambiguous"
"TraesCS5B03G0616000" "TraesPARA_EIv1.0_1688410" "Conserved"
"TraesCS5B03G0616800" "TraesPARA_EIv1.0_1688270" "Ambiguous"
"TraesCS5B03G0620900" "TraesPARA_EIv1.0_1688720" "Ambiguous"
"TraesCS5B03G0621000" "TraesPARA_EIv1.0_1688730" "Ambiguous"
"TraesCS5B03G0625900" "TraesPARA_EIv1.0_1689320" "Conserved"
"TraesCS5B03G0627800" "TraesPARA_EIv1.0_1689530" "Ambiguous"
"TraesCS5B03G0633600" "TraesPARA_EIv1.0_1690100" "Ambiguous"
"TraesCS5B03G0646900" "TraesPARA_EIv1.0_1691370" "Conserved"
"TraesCS5B03G0648200" "TraesPARA_EIv1.0_1691460" "Ambiguous"
"TraesCS5B03G0534000" "TraesPARA_EIv1.0_1680700" "Conserved"
"TraesCS5B03G0664600" "TraesPARA_EIv1.0_1692690" "Ambiguous"
"TraesCS5B03G0665700" "TraesPARA_EIv1.0_1692790" "Ambiguous"
"TraesCS5B03G0668000" "TraesPARA_EIv1.0_1693100" "Conserved"
"TraesCS5D03G0234500" "TraesPARA_EIv1.0_1785300" "Conserved"
"TraesCS5D03G0043100" "TraesPARA_EIv1.0_1765160" "Ambiguous"
"TraesCS5D03G0282500" "TraesPARA_EIv1.0_1790240" "Conserved"
"TraesCS5D03G0332600" "TraesPARA_EIv1.0_1796270" "Ambiguous"
"TraesCS5D03G0376500" "TraesPARA_EIv1.0_1801100" "Conserved"
"TraesCS5D03G0067600" "TraesPARA_EIv1.0_1768040" "Conserved"
"TraesCS5D03G0113000" "TraesPARA_EIv1.0_1772700" "Ambiguous"
"TraesCS5D03G0028600" "TraesPARA_EIv1.0_1763690" "Ambiguous"
"TraesCS5D03G0184600" "TraesPARA_EIv1.0_1779930" "Conserved"
"TraesCS5D03G0820700" "TraesPARA_EIv1.0_1847350" "Ambiguous"
"TraesCS5D03G0881500" "TraesPARA_EIv1.0_1853260" "Conserved"
"TraesCS5D03G1027900" "TraesPARA_EIv1.0_1867500" "Conserved"
"TraesCS5D03G1090800" "TraesPARA_EIv1.0_1874200" "Conserved"
"TraesCS5D03G1091200" "TraesPARA_EIv1.0_1874210" "Conserved"
"TraesCS5D03G1100600" "TraesPARA_EIv1.0_1874960" "Conserved"
"TraesCS5D03G1107700" "TraesPARA_EIv1.0_1875690" "Ambiguous"
"TraesCS5D03G1134100" "TraesPARA_EIv1.0_1878500" "Conserved"
"TraesCS5D03G1144000" "TraesPARA_EIv1.0_1879530" "Ambiguous"
"TraesCS5D03G1169500" "TraesPARA_EIv1.0_1882090" "Ambiguous"
"TraesCS5D03G1169800" "TraesPARA_EIv1.0_1882110" "Ambiguous"
"TraesCS5D03G1172500" "TraesPARA_EIv1.0_1882440" "Ambiguous"
"TraesCS5D03G1173700" "TraesPARA_EIv1.0_1882530" "Conserved"
"TraesCS5D03G1185800" "TraesPARA_EIv1.0_1883640" "Conserved"
"TraesCS5D03G1189100" "TraesPARA_EIv1.0_1884010" "Ambiguous"
"TraesCS5D03G1219100" "TraesPARA_EIv1.0_1886670" "Ambiguous"
"TraesCS5D03G1224800" "TraesPARA_EIv1.0_1887140" "Conserved"
"TraesCS5D03G0562500" "TraesPARA_EIv1.0_1821050" "Conserved"
"TraesCS5D03G0590500" "TraesPARA_EIv1.0_1823630" "Conserved"
"TraesCS6A03G0002200" "TraesPARA_EIv1.0_1889230" "Conserved"
"TraesCS6A03G0056000" "TraesPARA_EIv1.0_1893970" "Ambiguous"
"TraesCS6A03G0058400" "TraesPARA_EIv1.0_1894210" "Ambiguous"
"TraesCS6A03G0063600" "TraesPARA_EIv1.0_1894770" "Ambiguous"
"TraesCS6A03G0416600" "TraesPARA_EIv1.0_1928650" "Conserved"
"TraesCS6A03G0430700" "TraesPARA_EIv1.0_1930030" "Conserved"
"TraesCS6A03G0441600" "TraesPARA_EIv1.0_1930900" "Conserved"
"TraesCS6A03G0444800" "TraesPARA_EIv1.0_1931280" "Conserved"
"TraesCS6A03G0009100" "TraesPARA_EIv1.0_1889770" "Trans only"
"TraesCS6A03G0103900" "TraesPARA_EIv1.0_1898860" "Ambiguous"
"TraesCS6A03G0106700" "TraesPARA_EIv1.0_1899170" "Ambiguous"
"TraesCS6A03G0015000" "TraesPARA_EIv1.0_1890330" "Ambiguous"
"TraesCS6A03G0149800" "TraesPARA_EIv1.0_1903090" "Ambiguous"
"TraesCS6A03G0192500" "TraesPARA_EIv1.0_1907640" "Conserved"
"TraesCS6A03G0035400" "TraesPARA_EIv1.0_1892260" "Conserved"
"TraesCS6A03G0666300" "TraesPARA_EIv1.0_1952530" "Ambiguous"
"TraesCS6A03G0667800" "TraesPARA_EIv1.0_1952620" "Ambiguous"
"TraesCS6A03G0697600" "TraesPARA_EIv1.0_1955760" "Conserved"
"TraesCS6A03G0698600" "TraesPARA_EIv1.0_1955900" "Conserved"
"TraesCS6A03G0699300" "TraesPARA_EIv1.0_1955970" "Ambiguous"
"TraesCS6A03G0703300" "TraesPARA_EIv1.0_1956320" "Conserved"
"TraesCS6A03G0762600" "TraesPARA_EIv1.0_1961400" "Conserved"
"TraesCS6A03G0854900" "TraesPARA_EIv1.0_1970040" "Ambiguous"
"TraesCS6A03G0869800" "TraesPARA_EIv1.0_1971610" "Ambiguous"
"TraesCS6A03G0871000" "TraesPARA_EIv1.0_1971750" "Ambiguous"
"TraesCS6A03G0894800" "TraesPARA_EIv1.0_1974320" "Ambiguous"
"TraesCS6A03G0897900" "TraesPARA_EIv1.0_1974600" "Ambiguous"
"TraesCS6A03G0916300" "TraesPARA_EIv1.0_1976470" "Conserved"
"TraesCS6A03G0937800" "TraesPARA_EIv1.0_1979080" "Conserved"
"TraesCS6A03G0938100" "TraesPARA_EIv1.0_1979120" "Conserved"
"TraesCS6A03G0939400" "TraesPARA_EIv1.0_1979270" "Conserved"
"TraesCS6A03G0941100" "TraesPARA_EIv1.0_1979410" "Ambiguous"
"TraesCS6A03G0956000" "TraesPARA_EIv1.0_1980790" "Ambiguous"
"TraesCS6A03G0958300" "TraesPARA_EIv1.0_1981220" "Conserved"
"TraesCS6A03G0962000" "TraesPARA_EIv1.0_1981670" "Conserved"
"TraesCS6A03G0979900" "TraesPARA_EIv1.0_1983610" "Conserved"
"TraesCS6A03G1006900" "TraesPARA_EIv1.0_1985920" "Ambiguous"
"TraesCS6A03G1028700" "TraesPARA_EIv1.0_1988070" "Ambiguous"
"TraesCS6A03G1045900" "TraesPARA_EIv1.0_1990140" "Conserved"
"TraesCS6A03G1049900" "TraesPARA_EIv1.0_1990490" "Ambiguous"
"TraesCS6A03G0592200" "TraesPARA_EIv1.0_1945330" "Conserved"
"TraesCS6B03G0297800" "TraesPARA_EIv1.0_2025560" "Conserved"
"TraesCS6B03G0305800" "TraesPARA_EIv1.0_2026340" "Conserved"
"TraesCS6B03G0310200" "TraesPARA_EIv1.0_2026730" "Conserved"
"TraesCS6B03G0314200" "TraesPARA_EIv1.0_2027140" "Ambiguous"
"TraesCS6B03G0316000" "TraesPARA_EIv1.0_2027330" "Conserved"
"TraesCS6B03G0325200" "TraesPARA_EIv1.0_2028000" "Conserved"
"TraesCS6B03G0041700" "TraesPARA_EIv1.0_1996190" "Conserved"
"TraesCS6B03G0356300" "TraesPARA_EIv1.0_2030950" "Ambiguous"
"TraesCS6B03G0356800" "TraesPARA_EIv1.0_2031020" "Conserved"
"TraesCS6B03G0361200" "TraesPARA_EIv1.0_2031620" "Ambiguous"
"TraesCS6B03G0361300" "TraesPARA_EIv1.0_2031660" "Conserved"
"TraesCS6B03G0362200" "TraesPARA_EIv1.0_2031700" "Ambiguous"
"TraesCS6B03G0374900" "TraesPARA_EIv1.0_2033030" "Conserved"
"TraesCS6B03G0398200" "TraesPARA_EIv1.0_2034860" "Ambiguous"
"TraesCS6B03G0403900" "TraesPARA_EIv1.0_2035600" "Ambiguous"
"TraesCS6B03G0405500" "TraesPARA_EIv1.0_2035790" "Conserved"
"TraesCS6B03G0421600" "TraesPARA_EIv1.0_2037400" "Conserved"
"TraesCS6B03G0435200" "TraesPARA_EIv1.0_2038710" "Conserved"
"TraesCS6B03G0060300" "TraesPARA_EIv1.0_1998570" "Ambiguous"
"TraesCS6B03G0446800" "TraesPARA_EIv1.0_2039910" "Ambiguous"
"TraesCS6B03G0451100" "TraesPARA_EIv1.0_2040440" "Ambiguous"
"TraesCS6B03G0460200" "TraesPARA_EIv1.0_2041370" "Ambiguous"
"TraesCS6B03G0462500" "TraesPARA_EIv1.0_2041540" "Conserved"
"TraesCS6B03G0462600" "TraesPARA_EIv1.0_2041550" "Conserved"
"TraesCS6B03G0464400" "TraesPARA_EIv1.0_2041780" "Ambiguous"
"TraesCS6B03G0464700" "TraesPARA_EIv1.0_2041790" "Ambiguous"
"TraesCS6B03G0490000" "TraesPARA_EIv1.0_2044290" "Conserved"
"TraesCS6B03G0496200" "TraesPARA_EIv1.0_2044830" "Conserved"
"TraesCS6B03G0501600" "TraesPARA_EIv1.0_2045390" "Ambiguous"
"TraesCS6B03G0506000" "TraesPARA_EIv1.0_2045790" "Conserved"
"TraesCS6B03G0086200" "TraesPARA_EIv1.0_2001670" "Ambiguous"
"TraesCS6B03G0086300" "TraesPARA_EIv1.0_2001680" "Ambiguous"
"TraesCS6B03G0540800" "TraesPARA_EIv1.0_2048740" "Conserved"
"TraesCS6B03G0561800" "TraesPARA_EIv1.0_2049470" "Conserved"
"TraesCS6B03G0571800" "TraesPARA_EIv1.0_2050550" "Conserved"
"TraesCS6B03G0580700" "TraesPARA_EIv1.0_2052340" "Conserved"
"TraesCS6B03G0583900" "TraesPARA_EIv1.0_2052550" "Conserved"
"TraesCS6B03G0108200" "TraesPARA_EIv1.0_2004280" "Ambiguous"
"TraesCS6B03G0606400" "TraesPARA_EIv1.0_2053970" "Ambiguous"
"TraesCS6B03G0607000" "TraesPARA_EIv1.0_2054050" "Conserved"
"TraesCS6B03G0615400" "TraesPARA_EIv1.0_2054400" "Conserved"
"TraesCS6B03G0632100" "TraesPARA_EIv1.0_2060990" "Conserved"
"TraesCS6B03G0127100" "TraesPARA_EIv1.0_2006270" "Ambiguous"
"TraesCS6B03G0132000" "TraesPARA_EIv1.0_2006780" "Conserved"
"TraesCS6B03G0134100" "TraesPARA_EIv1.0_2007100" "Ambiguous"
"TraesCS6B03G0016900" "TraesPARA_EIv1.0_1992470" "Ambiguous"
"TraesCS6B03G0183700" "TraesPARA_EIv1.0_2013110" "Ambiguous"
"TraesCS6B03G0187500" "TraesPARA_EIv1.0_2013560" "Conserved"
"TraesCS6B03G0254900" "TraesPARA_EIv1.0_2020940" "Ambiguous"
"TraesCS6B03G0752000" "TraesPARA_EIv1.0_2067070" "Ambiguous"
"TraesCS6B03G0759200" "TraesPARA_EIv1.0_2067940" "Conserved"
"TraesCS6B03G0762500" "TraesPARA_EIv1.0_2068230" "Conserved"
"TraesCS6B03G0767200" "TraesPARA_EIv1.0_2068670" "Conserved"
"TraesCS6B03G0770600" "TraesPARA_EIv1.0_2069030" "Conserved"
"TraesCS6B03G0771300" "TraesPARA_EIv1.0_2069130" "Ambiguous"
"TraesCS6B03G0772100" "TraesPARA_EIv1.0_2069260" "Ambiguous"
"TraesCS6B03G0772400" "TraesPARA_EIv1.0_2069280" "Conserved"
"TraesCS6B03G0780300" "TraesPARA_EIv1.0_2074440" "Ambiguous"
"TraesCS6B03G0781600" "TraesPARA_EIv1.0_2074350" "Conserved"
"TraesCS6B03G0787000" "TraesPARA_EIv1.0_2073850" "Ambiguous"
"TraesCS6B03G0787500" "TraesPARA_EIv1.0_2073790" "Conserved"
"TraesCS6B03G0790300" "TraesPARA_EIv1.0_2073480" "Ambiguous"
"TraesCS6B03G0793800" "TraesPARA_EIv1.0_2073210" "Conserved"
"TraesCS6B03G0824700" "TraesPARA_EIv1.0_2070100" "Ambiguous"
"TraesCS6B03G0829000" "TraesPARA_EIv1.0_2074710" "Conserved"
"TraesCS6B03G0830200" "TraesPARA_EIv1.0_2074860" "Conserved"
"TraesCS6B03G0831000" "TraesPARA_EIv1.0_2074940" "Ambiguous"
"TraesCS6B03G0839400" "TraesPARA_EIv1.0_2075630" "Ambiguous"
"TraesCS6B03G0839500" "TraesPARA_EIv1.0_2075640" "Conserved"
"TraesCS6B03G0653500" "TraesPARA_EIv1.0_2058620" "Ambiguous"
"TraesCS6B03G0842400" "TraesPARA_EIv1.0_2075970" "Conserved"
"TraesCS6B03G0653600" "TraesPARA_EIv1.0_2058580" "Conserved"
"TraesCS6B03G0855000" "TraesPARA_EIv1.0_2077180" "Conserved"
"TraesCS6B03G0869700" "TraesPARA_EIv1.0_2078600" "Conserved"
"TraesCS6B03G0885400" "TraesPARA_EIv1.0_2080070" "Conserved"
"TraesCS6B03G0917100" "TraesPARA_EIv1.0_2083060" "Conserved"
"TraesCS6B03G0920800" "TraesPARA_EIv1.0_2083370" "Conserved"
"TraesCS6B03G0929000" "TraesPARA_EIv1.0_2084220" "Ambiguous"
"TraesCS6B03G0945400" "TraesPARA_EIv1.0_2085510" "Conserved"
"TraesCS6B03G0979900" "TraesPARA_EIv1.0_2088830" "Ambiguous"
"TraesCS6B03G0985200" "TraesPARA_EIv1.0_2089220" "Conserved"
"TraesCS6B03G0988900" "TraesPARA_EIv1.0_2089490" "Conserved"
"TraesCS6B03G0992500" "TraesPARA_EIv1.0_2089790" "Conserved"
"TraesCS6B03G0994100" "TraesPARA_EIv1.0_2089910" "Conserved"
"TraesCS6B03G0994900" "TraesPARA_EIv1.0_2089960" "Conserved"
"TraesCS6B03G1001900" "TraesPARA_EIv1.0_2090540" "Ambiguous"
"TraesCS6B03G1017200" "TraesPARA_EIv1.0_2091750" "Conserved"
"TraesCS6B03G1018100" "TraesPARA_EIv1.0_2091870" "Ambiguous"
"TraesCS6B03G1022200" "TraesPARA_EIv1.0_2092270" "Ambiguous"
"TraesCS6B03G1024300" "TraesPARA_EIv1.0_2092390" "Conserved"
"TraesCS6B03G1031300" "TraesPARA_EIv1.0_2093050" "Ambiguous"
"TraesCS6B03G1038300" "TraesPARA_EIv1.0_2093790" "Conserved"
"TraesCS6B03G1038900" "TraesPARA_EIv1.0_2093960" "Ambiguous"
"TraesCS6B03G1039300" "TraesPARA_EIv1.0_2094040" "Ambiguous"
"TraesCS6B03G1041100" "TraesPARA_EIv1.0_2094230" "Ambiguous"
"TraesCS6B03G1046800" "TraesPARA_EIv1.0_2094800" "Ambiguous"
"TraesCS6B03G1052200" "TraesPARA_EIv1.0_2095580" "Conserved"
"TraesCS6B03G1077900" "TraesPARA_EIv1.0_2097940" "Conserved"
"TraesCS6B03G1088900" "TraesPARA_EIv1.0_2098910" "Ambiguous"
"TraesCS6B03G1090700" "TraesPARA_EIv1.0_2099110" "Conserved"
"TraesCS6B03G1091800" "TraesPARA_EIv1.0_2099210" "Ambiguous"
"TraesCS6B03G1091900" "TraesPARA_EIv1.0_2099250" "Trans only"
"TraesCS6B03G1092100" "TraesPARA_EIv1.0_2099270" "Conserved"
"TraesCS6B03G1111600" "TraesPARA_EIv1.0_2100860" "Ambiguous"
"TraesCS6B03G1116200" "TraesPARA_EIv1.0_2101370" "Conserved"
"TraesCS6B03G1139500" "TraesPARA_EIv1.0_2103980" "Ambiguous"
"TraesCS6B03G1143600" "TraesPARA_EIv1.0_2104460" "Conserved"
"TraesCS6B03G1147200" "TraesPARA_EIv1.0_2104810" "Conserved"
"TraesCS6B03G1166500" "TraesPARA_EIv1.0_2106590" "Conserved"
"TraesCS6B03G1179200" "TraesPARA_EIv1.0_2108040" "Conserved"
"TraesCS6B03G1183500" "TraesPARA_EIv1.0_2108450" "Cis only"
"TraesCS6B03G1207200" "TraesPARA_EIv1.0_2111140" "Conserved"
"TraesCS6B03G1224500" "TraesPARA_EIv1.0_2112820" "Conserved"
"TraesCS6B03G1252500" "TraesPARA_EIv1.0_2115360" "Ambiguous"
"TraesCS6B03G0676000" "TraesPARA_EIv1.0_2056810" "Ambiguous"
"TraesCS6B03G1275300" "TraesPARA_EIv1.0_2117640" "Ambiguous"
"TraesCS6B03G1301100" "TraesPARA_EIv1.0_2120400" "Ambiguous"
"TraesCS6B03G1303800" "TraesPARA_EIv1.0_2120660" "Ambiguous"
"TraesCS6B03G0693400" "TraesPARA_EIv1.0_2062600" "Conserved"
"TraesCS6B03G0696800" "TraesPARA_EIv1.0_2062160" "Conserved"
"TraesCS6B03G0646500" "TraesPARA_EIv1.0_2059330" "Conserved"
"TraesCS6B03G0649000" "TraesPARA_EIv1.0_2059140" "Conserved"
"TraesCS6B03G0729800" "TraesPARA_EIv1.0_2065210" "Ambiguous"
"TraesCS6B03G0731200" "TraesPARA_EIv1.0_2065290" "Conserved"
"TraesCS6B03G0735500" "TraesPARA_EIv1.0_2065700" "Ambiguous"
"TraesCS6B03G0739300" "TraesPARA_EIv1.0_2065890" "Ambiguous"
"TraesCS6D03G0269100" "TraesPARA_EIv1.0_2191290" "Ambiguous"
"TraesCS6D03G0269600" "TraesPARA_EIv1.0_2191260" "Conserved"
"TraesCS6D03G0273300" "TraesPARA_EIv1.0_2190860" "Ambiguous"
"TraesCS6D03G0298700" "TraesPARA_EIv1.0_2188180" "Conserved"
"TraesCS6D03G0007000" "TraesPARA_EIv1.0_2225430" "Conserved"
"TraesCS6D03G0361000" "TraesPARA_EIv1.0_2181660" "Ambiguous"
"TraesCS6D03G0384900" "TraesPARA_EIv1.0_2178920" "Conserved"
"TraesCS6D03G0423000" "TraesPARA_EIv1.0_2174480" "Conserved"
"TraesCS6D03G0233800" "TraesPARA_EIv1.0_2194810" "Conserved"
"TraesCS6D03G0045400" "TraesPARA_EIv1.0_2221320" "Conserved"
"TraesCS6D03G0578700" "TraesPARA_EIv1.0_2157350" "Ambiguous"
"TraesCS6D03G0610400" "TraesPARA_EIv1.0_2154030" "Conserved"
