CS11.A	CS11.B	CS11.D
TraesCS3A02G386800.1	"TraesCS3B02G421700.1, TraesCS3B02G421600.1, TraesCS3B02G422000.1"	"TraesCS3D02G382100.1, TraesCS3D02G382200.1, TraesCS3D02G382300.2"
TraesCS5A02G466000.1	TraesCS5B02G477700.1	"TraesCS5D02G478800.1, TraesCS5D02G478500.1"
"TraesCS2A02G022300.1, TraesCS2A02G022400.1"	TraesCS2B02G032300.2	TraesCS2D02G023100.1
TraesCS3A02G500000.1	"TraesCS3B02G563100.2, TraesCS3B02G563200.2, TraesCS3B02G563400.4"	TraesCS3D02G506500.3
"TraesCS4A02G279700.1, TraesCS4A02G261700.1"	"TraesCS3B02G283100.3, TraesCS3B02G283200.1, TraesCS4B02G032600.1, TraesCS4B02G032700.1"	"TraesCS4D02G030300.1, TraesCS4D02G030400.1, TraesCS4D02G030500.2"
TraesCS4A02G334000.1	TraesCS5B02G551200.1	TraesCS5D02G538000.1
"TraesCS5A02G430500.1, TraesCS5A02G428600.1, TraesCS5A02G428500.1"	"TraesCS5B02G432300.1, TraesCS5B02G430600.1"	"TraesCS5D02G436600.1, TraesCS5D02G438100.1, TraesCS5D02G436700.1"
TraesCS2A02G152200.1	TraesCS2B02G177300.1	TraesCS2D02G157300.1
TraesCS2A02G152400.1	TraesCS2B02G177500.1	"TraesCS2D02G157600.1, TraesCS2D02G157500.1"
TraesCS3A02G425000.1	"TraesCS3B02G461300.1, TraesCS3B02G461400.1"	TraesCS3D02G419900.1
TraesCS2A02G041500.1	TraesCS2B02G053900.1	TraesCS2D02G040100.1
"TraesCS6A02G352100.1, TraesCS6A02G351900.1"	TraesCS3B02G425700.1	"TraesCS6D02G334800.1, TraesCS3D02G387400.1"
TraesCS6A02G351700.1	TraesCS6B02G385000.1	"TraesCS6D02G334500.1, TraesCS6D02G334300.1"
TraesCS2A02G179100.2	"TraesCS2B02G206000.1, TraesCS2B02G205800.1"	"TraesCS2D02G187600.1, TraesCS2D02G187700.1"
TraesCS3A02G455800.1	TraesCS3B02G491700.1	"TraesCS3D02G448700.1, TraesCS3D02G446000.1"
"TraesCS5A02G255500.1, TraesCS5A02G255800.1"	"TraesCS5B02G255000.1, TraesCS5B02G254600.1"	"TraesCS5D02G263500.1, TraesCS5D02G263800.1"
TraesCS5A02G442700.1	"TraesCS5B02G446800.1, TraesCS5B02G447100.1, TraesCS5B02G447000.1, TraesCS5B02G446900.1"	"TraesCS5D02G450100.1, TraesCS5D02G473300.1"
TraesCS7A02G393100.1	"TraesCS7B02G295200.1, TraesCS7B02G295100.1"	TraesCS7D02G388600.1
TraesCS7A02G521700.1	TraesCS7B02G438900.1	TraesCS7D02G511200.1
TraesCS6A02G240900.1	TraesCS6B02G283800.1	TraesCS6D02G223100.1
TraesCS5A02G335000.1	TraesCS5B02G334400.1	TraesCS5D02G339900.1
TraesCS7A02G084100.1	"TraesCS3B02G379400.1, TraesCS3B02G384100.1"	"TraesCS5D02G327200.1, TraesCS5D02G515600.1, TraesCS1D02G095300.1"
"TraesCS2A02G321800.1, TraesCS2A02G321900.1"	TraesCS2B02G360700.1	TraesCS2D02G341100.1
TraesCS3A02G191000.1	TraesCS3B02G220000.2	TraesCS3D02G194600.1
TraesCS3A02G467900.1	"TraesCS3B02G510400.1, TraesCS3B02G512100.1"	TraesCS3D02G461700.1
TraesCS1A02G187100.1	TraesCS1B02G195000.1	TraesCS1D02G189500.1
TraesCS3A02G341300.3	TraesCS3B02G373400.1	TraesCS3D02G334900.1
TraesCS3A02G341200.1	TraesCS3B02G373300.1	TraesCS3D02G334800.1
TraesCS3A02G280500.2	TraesCS3B02G314200.1	TraesCS3D02G280300.1
TraesCS2A02G024600.2	TraesCS2B02G034800.1	TraesCS2D02G025800.1
TraesCS2A02G161200.1	TraesCS2B02G187200.1	TraesCS2D02G168300.1
TraesCS2A02G161000.1	"TraesCS2B02G187000.1, TraesCS2B02G187100.1"	TraesCS2D02G168100.1
TraesCS2A02G556400.1	"TraesCS4B02G383500.1, TraesCS4B02G384000.2, TraesCS4B02G383900.1"	TraesCS2D02G557600.1
"TraesCS3A02G119700.1, TraesCS3A02G119800.1"	"TraesCS3B02G139000.1, TraesCS3B02G139100.1"	"TraesCS3D02G121800.1, TraesCS3D02G121700.1"
TraesCS3A02G119500.1	TraesCS3B02G138900.1	TraesCS3D02G121600.3
TraesCS7A02G362000.1	TraesCS7B02G265500.1	TraesCS7D02G361000.1
TraesCS6A02G186300.1	TraesCS6B02G218100.1	TraesCS6D02G173400.1
TraesCS3A02G250500.1	TraesCS3B02G280000.2	TraesCS3D02G250900.1
"TraesCS7A02G055100.1, TraesCS4A02G441700.1, TraesCS3A02G455700.1"	"TraesCS3B02G453400.1, TraesCS3B02G495400.1"	TraesCS3D02G413600.1
TraesCS7A02G532300.1	TraesCS7B02G449000.1	TraesCS7D02G519400.1
"TraesCS4A02G360000.1, TraesCS4A02G359900.1"	"TraesCS5B02G512100.1, TraesCS5B02G512000.1"	TraesCS5D02G512900.1
TraesCS4A02G405400.1	TraesCS4B02G305000.1	"TraesCS4D02G303100.1, TraesCS4D02G303300.1"
TraesCS4A02G404800.1	TraesCS4B02G304900.1	TraesCS4D02G303200.1
TraesCS5A02G152800.1	TraesCS5B02G151600.1	TraesCS5D02G158000.1
TraesCS6A02G405600.1	TraesCS6B02G450000.1	TraesCS6D02G389400.1
TraesCS5A02G181000.1	TraesCS5B02G178700.1	TraesCS5D02G185400.1
TraesCS6A02G405700.1	TraesCS6B02G450200.1	TraesCS6D02G389500.1
TraesCS7A02G546700.1	"TraesCS7B02G470200.1, TraesCS7B02G470600.1"	TraesCS7D02G533000.1
TraesCS7A02G546600.1	"TraesCS7B02G470100.1, TraesCS7B02G469700.1, TraesCS7B02G469800.1, TraesCS7B02G470400.1"	TraesCS7D02G532800.1
TraesCS2A02G381500.1	TraesCS2B02G398800.1	TraesCS2D02G378000.1
TraesCS1A02G352400.1	"TraesCS1B02G369700.1, TraesCS1B02G369500.1, TraesCS1B02G369900.1, TraesCS1B02G370300.1, TraesCS1B02G370100.1"	"TraesCS1D02G358100.1, TraesCS1D02G357900.1"
TraesCS3A02G305600.1	TraesCS3B02G330900.1	TraesCS3D02G296300.1
TraesCS2A02G245600.1	"TraesCS2B02G427400.1, TraesCS5B02G340700.1, TraesCS2B02G143000.1, TraesCS1B02G110900.1"	TraesCS1D02G203800.1
TraesCS7A02G300500.1	TraesCS7B02G201400.1	TraesCS7D02G296300.1
TraesCS2A02G339200.1	TraesCS2B02G342800.1	TraesCS2D02G323900.1
"TraesCS2A02G433100.1, TraesCS2A02G433300.1, TraesCS2A02G433400.1, TraesCS2A02G433200.1"	TraesCS2B02G454400.1	"TraesCS2D02G431400.1, TraesCS2D02G431100.1, TraesCS2D02G431300.1"
TraesCS5A02G380100.2	TraesCS5B02G383700.1	TraesCS5D02G389700.1
TraesCS5A02G380300.2	TraesCS5B02G383900.2	TraesCS5D02G390100.1
TraesCS5A02G089200.1	TraesCS5B02G095200.1	TraesCS5D02G101300.1
TraesCS3A02G193800.1	TraesCS3B02G221700.1	TraesCS3D02G196200.1
TraesCS3A02G204500.1	"TraesCS3B02G233000.2, TraesCS3B02G597900.1"	"TraesCS3D02G207600.1, TraesCS3D02G534200.2"
TraesCS7A02G454400.1	TraesCS7B02G354900.1	TraesCS7D02G443500.1
TraesCS3A02G230000.2	TraesCS3B02G259300.1	TraesCS3D02G223300.1
TraesCS3A02G258200.1	TraesCS3B02G290900.1	TraesCS3D02G258100.1
TraesCS3A02G286000.1	TraesCS3B02G320300.1	TraesCS3D02G285800.1
TraesCS7A02G356300.1	TraesCS7B02G271400.1	TraesCS7D02G366400.1
"TraesCS3A02G325200.1, TraesCS3A02G325300.1"	TraesCS3B02G354100.1	TraesCS3D02G318600.1
TraesCS3A02G358500.1	TraesCS3B02G391300.1	TraesCS3D02G352800.1
TraesCS5A02G038200.1	TraesCS5B02G039700.1	TraesCS5D02G045600.1
TraesCS4A02G190200.1	TraesCS4B02G129400.1	"TraesCS4D02G123000.1, TraesCS4D02G122900.1"
TraesCS6A02G209900.1	TraesCS6B02G238700.1	TraesCS6D02G193100.1
TraesCS6A02G210000.1	TraesCS6B02G238800.1	TraesCS6D02G193200.2
TraesCS5A02G104200.2	TraesCS5B02G114400.1	TraesCS5D02G116600.1
TraesCS5A02G033200.1	"TraesCS5B02G033900.1, TraesCS5B02G033400.1"	"TraesCS5D02G042200.1, TraesCS5D02G041500.1"
TraesCS6A02G106400.2	TraesCS4B02G145200.1	TraesCS7D02G256800.1
TraesCS6A02G280000.1	TraesCS6B02G309400.2	TraesCS6D02G260200.1
TraesCS6A02G280100.1	TraesCS6B02G309300.2	TraesCS6D02G260300.1
TraesCS7A02G383200.1	"TraesCS7B02G286100.1, TraesCS7B02G286000.1"	TraesCS7D02G379700.1
TraesCS1A02G015700.1	"TraesCS1B02G019700.1, TraesCS1B02G018700.1"	TraesCS1D02G013600.1
TraesCS2A02G050300.1	TraesCS2B02G063400.1	"TraesCS2D02G039100.1, TraesCS2D02G049800.1, TraesCS2D02G037300.1"
"TraesCS2A02G084100.1, TraesCS2A02G083900.1"	"TraesCS2B02G098100.1, TraesCS2B02G098600.1, TraesCS2B02G098700.1, TraesCS2B02G098200.1, TraesCS2B02G098400.1"	"TraesCS2D02G081900.1, TraesCS2D02G082100.1"
TraesCS2A02G257000.1	TraesCS2B02G285600.1	TraesCS2D02G265800.1
TraesCS3A02G056400.1	TraesCS3B02G069100.1	TraesCS3D02G056300.1
TraesCS3A02G057000.1	"TraesCS3B02G069900.1, TraesCS3B02G070200.1"	"TraesCS3D02G057000.1, TraesCS3D02G056700.1"
TraesCS3A02G113000.1	TraesCS7B02G347100.1	TraesCS4D02G145600.1
"TraesCS4A02G346500.4, TraesCS4A02G346200.1"	"TraesCS5B02G526800.2, TraesCS5B02G526700.1"	TraesCS5D02G525900.2
"TraesCS5A02G394800.1, TraesCS5A02G394700.1"	TraesCS5B02G399700.1	TraesCS5D02G404200.1
"TraesCS5A02G462500.2, TraesCS5A02G462300.1, TraesCS5A02G462600.1"	"TraesCS5B02G473900.1, TraesCS5B02G473800.1, TraesCS5B02G473300.1, TraesCS5B02G473400.1"	"TraesCS5D02G475300.1, TraesCS5D02G475000.1, TraesCS5D02G475200.1"
"TraesCS7A02G405000.1, TraesCS7A02G404700.1"	"TraesCS7B02G304400.1, TraesCS7B02G304100.1, TraesCS7B02G304500.1"	TraesCS7D02G397900.1
TraesCS5A02G118600.1	"TraesCS4B02G110500.1, TraesCS5B02G117600.1"	TraesCS5D02G130000.1
TraesCS2A02G397700.1	"TraesCS2B02G415800.1, TraesCS2B02G415900.1"	"TraesCS2D02G395300.1, TraesCS2D02G395400.1"
TraesCS2A02G462200.1	TraesCS2B02G483800.1	TraesCS2D02G462400.1
TraesCS2A02G484800.1	"TraesCS2B02G511200.1, TraesCS2B02G510900.1"	TraesCS2D02G484700.2
"TraesCS3A02G318000.1, TraesCS3A02G318100.1"	"TraesCS3B02G348000.1, TraesCS3B02G347900.1, TraesCS3B02G347800.1"	"TraesCS3D02G313200.1, TraesCS3D02G313400.1, TraesCS3D02G313100.1"
"TraesCS4A02G108800.1, TraesCS4A02G108700.1"	"TraesCS3B02G544300.1, TraesCS3B02G544400.2, TraesCS4B02G195900.1"	TraesCS4D02G196100.1
TraesCS4A02G269600.1	TraesCS4B02G044500.1	TraesCS4D02G042000.1
TraesCS7A02G168400.1	TraesCS7B02G073200.1	TraesCS7D02G169300.1
TraesCS1A02G019600.1	"TraesCS1B02G023600.1, TraesCS1B02G049600.1, TraesCS1B02G023300.1"	TraesCS1D02G019200.1
TraesCS1A02G019500.1	TraesCS1B02G023700.1	TraesCS1D02G019100.1
TraesCS1A02G398400.1	TraesCS1B02G426300.1	TraesCS1D02G405900.1
TraesCS5A02G184100.1	TraesCS5B02G182200.1	TraesCS5D02G188900.1
TraesCS2A02G384300.1	TraesCS2B02G401500.2	TraesCS2D02G381000.1
TraesCS2A02G038400.2	TraesCS2B02G051600.1	TraesCS2D02G037400.2
TraesCS3A02G456200.1	TraesCS3B02G496200.1	TraesCS3D02G449200.1
TraesCS3A02G456100.1	"TraesCS3B02G496100.1, TraesCS3B02G496300.1"	TraesCS3D02G449100.1
TraesCS5A02G158600.1	"TraesCS5B02G155400.3, TraesCS4B02G054700.1"	TraesCS5D02G163700.1
TraesCS5A02G158300.1	TraesCS5B02G155500.3	TraesCS5D02G163600.1
"TraesCS5A02G343100.1, TraesCS5A02G343700.1"	TraesCS5B02G343700.1	TraesCS5D02G348400.1
TraesCS5A02G344600.1	TraesCS5B02G345500.1	TraesCS5D02G351500.1
TraesCS1A02G016200.1	TraesCS1B02G020300.1	"TraesCS1D02G016100.1, TraesCS1D02G014600.1"
"TraesCS1A02G092500.1, TraesCS1A02G092300.1"	"TraesCS1B02G119600.1, TraesCS1B02G119700.1"	"TraesCS1D02G101100.1, TraesCS4D02G294500.1, TraesCS1D02G100300.1"
TraesCS2A02G296000.1	TraesCS2B02G312400.2	TraesCS2D02G293900.1
TraesCS3A02G485700.1	TraesCS3B02G533600.1	TraesCS3D02G481300.1
"TraesCS3A02G485900.1, TraesCS3A02G486100.1"	"TraesCS3B02G533300.1, TraesCS3B02G534200.1"	TraesCS3D02G481600.1
TraesCS7A02G431700.1	"TraesCS7B02G332000.1, TraesCS6B02G426500.1, TraesCS7B02G332100.1"	TraesCS7D02G423600.1
TraesCS7A02G507700.1	TraesCS7B02G415900.1	TraesCS7D02G495800.1
TraesCS3A02G356000.3	TraesCS3B02G388900.1	TraesCS3D02G350000.3
TraesCS5A02G476400.1	TraesCS5B02G489300.1	TraesCS5D02G489700.1
TraesCS1A02G396900.1	TraesCS1B02G425200.1	TraesCS1D02G404800.1
TraesCS3A02G387700.1	TraesCS3B02G421100.1	TraesCS3D02G381700.1
TraesCS3A02G387800.1	TraesCS3B02G421000.1	TraesCS3D02G381600.1
TraesCS5A02G024100.1	"TraesCS5B02G021800.1, TraesCS5B02G020700.1"	TraesCS5D02G030000.1
TraesCS4A02G496700.1	"TraesCS7B02G339900.1, TraesCS3B02G503600.1"	"TraesCS7D02G002600.1, TraesCS5D02G398100.1"
TraesCS5A02G193000.1	"TraesCS5B02G188500.1, TraesCS5B02G189900.1, TraesCS5B02G188400.1, TraesCS5B02G188200.1, TraesCS5B02G188000.1"	TraesCS5D02G195600.1
"TraesCS6A02G163100.1, TraesCS6A02G163200.1"	"TraesCS6B02G186100.1, TraesCS6B02G187400.1"	"TraesCS6D02G148000.1, TraesCS6D02G148600.1"
TraesCS6A02G333000.2	TraesCS6B02G363400.1	"TraesCS3D02G089300.1, TraesCS6D02G311800.1, TraesCS6D02G314000.1, TraesCS6D02G313700.1"
TraesCS7A02G468300.1	TraesCS7B02G369900.1	TraesCS7D02G455900.1
"TraesCS7A02G468200.1, TraesCS7A02G469200.1"	TraesCS7B02G371000.1	"TraesCS7D02G456800.1, TraesCS7D02G455800.1"
TraesCS6A02G388700.1	TraesCS6B02G427700.1	TraesCS6D02G372500.1
TraesCS2A02G076000.1	TraesCS2B02G091100.1	TraesCS2D02G074500.1
TraesCS5A02G135200.2	"TraesCS6B02G392100.1, TraesCS2B02G090800.1, TraesCS5B02G134000.1"	"TraesCS6D02G342300.1, TraesCS5D02G141700.1"
TraesCS2A02G090900.1	TraesCS2B02G106500.1	TraesCS2D02G089000.1
TraesCS3A02G062800.1	TraesCS3B02G053000.1	TraesCS3D02G028800.1
TraesCS3A02G059300.1	"TraesCS3B02G071800.1, TraesCS3B02G108300.1, TraesCS3B02G071500.1"	"TraesCS3D02G059400.1, TraesCS3D02G059200.1, TraesCS3D02G059300.1"
TraesCS3A02G061600.1	TraesCS3B02G074300.1	TraesCS3D02G061900.1
TraesCS4A02G177000.1	TraesCS4B02G140900.1	TraesCS4D02G135700.1
TraesCS7A02G442300.1	TraesCS7B02G340700.1	TraesCS7D02G431300.1
TraesCS1A02G271200.1	TraesCS6B02G156400.1	TraesCS4D02G032400.1
TraesCS5A02G270600.1	TraesCS5B02G271100.1	TraesCS5D02G278400.1
TraesCS3A02G068800.1	"TraesCS3B02G082800.2, TraesCS3B02G083800.1, TraesCS3B02G081500.2"	TraesCS3D02G068100.1
TraesCS3A02G392800.1	TraesCS3B02G424700.1	TraesCS3D02G385600.1
TraesCS3A02G392900.1	TraesCS3B02G424800.1	TraesCS3D02G385700.1
"TraesCS7A02G493000.1, TraesCS5A02G406200.1"	TraesCS5B02G411400.1	TraesCS5D02G416300.1
TraesCS3A02G504400.1	TraesCS3B02G567200.1	TraesCS3D02G510600.1
"TraesCS4A02G404200.1, TraesCS4A02G404300.1"	TraesCS4B02G303900.1	TraesCS4D02G302100.1
"TraesCS7A02G118300.1, TraesCS7A02G118200.1"	TraesCS7B02G015200.1	"TraesCS7D02G113900.1, TraesCS7D02G113700.1"
TraesCS7A02G223900.1	TraesCS7B02G190700.1	TraesCS7D02G225600.1
"TraesCS4A02G170300.1, TraesCS1A02G357000.1, TraesCS1A02G014700.1, TraesCS1A02G188300.1, TraesCS3A02G366200.1"	"TraesCS4B02G168600.1, TraesCS5B02G051600.1"	TraesCS6D02G210600.1
"TraesCS1A02G053800.1, TraesCS1A02G053300.1, TraesCS1A02G054200.1"	TraesCS1B02G071300.1	TraesCS1D02G054800.1
TraesCS1A02G053500.1	"TraesCS1B02G071100.1, TraesCS1B02G070800.1"	TraesCS1D02G055000.1
TraesCS2A02G088300.2	"TraesCS2B02G102700.1, TraesCS2B02G103500.2, TraesCS2B02G103600.1, TraesCS2B02G102800.1"	"TraesCS2D02G085500.1, TraesCS2D02G085800.1"
TraesCS2A02G538400.1	TraesCS1B02G020000.1	"TraesCS2D02G539200.1, TraesCS1D02G015000.1"
TraesCS3A02G462100.1	"TraesCS3B02G504900.1, TraesCS3B02G505100.1"	TraesCS3D02G455700.1
TraesCS3A02G462000.1	TraesCS3B02G504800.1	TraesCS3D02G455800.1
TraesCS4A02G058400.1	TraesCS4B02G246400.1	TraesCS4D02G245700.1
TraesCS4A02G058300.1	"TraesCS4B02G246600.1, TraesCS4B02G246500.1"	"TraesCS4D02G245900.1, TraesCS4D02G245800.1"
TraesCS4A02G312700.1	"TraesCS7B02G003800.1, TraesCS5B02G567500.1, TraesCS7B02G003900.1, TraesCS5B02G567600.1"	"TraesCS5D02G548900.1, TraesCS5D02G560400.1"
TraesCS7A02G466700.1	TraesCS7B02G367900.1	TraesCS7D02G454500.1
"TraesCS4A02G456100.1, TraesCS7A02G033300.1"	TraesCS7B02G367800.1	"TraesCS7D02G029800.1, TraesCS7D02G454300.1"
TraesCS6A02G224200.1	TraesCS6B02G257300.1	"TraesCS6D02G211200.1, TraesCS6D02G211100.1, TraesCS6D02G210900.1"
TraesCS6A02G224100.1	TraesCS6B02G257200.1	TraesCS6D02G211400.1
TraesCS6A02G329100.1	TraesCS6B02G359800.1	TraesCS6D02G308000.1
"TraesCS6A02G328900.1, TraesCS6A02G328700.1"	"TraesCS6B02G359400.1, TraesCS6B02G359900.1"	TraesCS6D02G307600.1
TraesCS7A02G439600.1	TraesCS7B02G338300.1	TraesCS7D02G429300.1
"TraesCS7A02G439400.1, TraesCS7A02G439500.1"	"TraesCS7B02G338400.1, TraesCS7B02G338500.1"	TraesCS7D02G429200.1
TraesCS7A02G497800.1	TraesCS7B02G404700.1	TraesCS7D02G485200.1
TraesCS7A02G507100.1	"TraesCS7B02G415600.1, TraesCS7B02G414900.1, TraesCS7B02G415400.1"	TraesCS7D02G495600.1
TraesCS1A02G340500.1	TraesCS1B02G353400.1	TraesCS1D02G342500.1
TraesCS3A02G412500.1	TraesCS3B02G446500.1	TraesCS3D02G407000.1
"TraesCS3A02G412400.1, TraesCS3A02G414600.1"	"TraesCS3B02G446300.1, TraesCS3B02G446400.1"	TraesCS3D02G406900.1
TraesCS3A02G471900.1	"TraesCS3B02G514900.1, TraesCS3B02G515100.1"	TraesCS3D02G467600.1
TraesCS3A02G471700.1	TraesCS3B02G514800.1	"TraesCS3D02G467500.1, TraesCS3D02G467300.1"
TraesCS4A02G195900.1	TraesCS4B02G119000.1	TraesCS4D02G117200.1
TraesCS6A02G137500.1	TraesCS6B02G165800.1	TraesCS6D02G126600.1
"TraesCS6A02G368200.1, TraesCS6A02G368400.1"	TraesCS6B02G403900.1	"TraesCS6D02G351500.1, TraesCS6D02G351300.1, TraesCS6D02G351400.1"
TraesCS6A02G396100.1	TraesCS7B02G466300.1	"TraesCS7D02G530900.1, TraesCS7D02G530500.1"
TraesCS7A02G553400.1	TraesCS7B02G485200.1	"TraesCS7D02G540100.1, TraesCS7D02G539900.1"
"TraesCS1A02G304600.1, TraesCS1A02G304500.1"	TraesCS1B02G315100.1	"TraesCS1D02G304100.1, TraesCS1D02G304500.1, TraesCS1D02G304400.1, TraesCS1D02G304200.1, TraesCS1D02G304300.1"
"TraesCS1A02G319300.1, TraesCS7A02G101200.1"	TraesCS1B02G331600.1	TraesCS1D02G319000.1
TraesCS1A02G319200.1	TraesCS1B02G331500.1	TraesCS1D02G319100.1
TraesCS7A02G103100.1	TraesCS7B02G400300.1	TraesCS7D02G480200.1
"TraesCS2A02G265800.1, TraesCS2A02G265000.1, TraesCS2A02G265900.1"	"TraesCS2B02G276200.1, TraesCS2B02G277000.1"	"TraesCS2D02G257900.1, TraesCS2D02G258900.1, TraesCS2D02G258800.1"
TraesCS6A02G370300.1	TraesCS6B02G406900.1	TraesCS6D02G354000.1
TraesCS3A02G301100.1	TraesCS3B02G335400.1	TraesCS3D02G300700.1
"TraesCS4A02G011200.1, TraesCS4A02G011300.1, TraesCS4A02G011500.1, TraesCS4A02G011400.1"	"TraesCS4B02G293200.1, TraesCS4B02G293000.1, TraesCS4B02G293100.1"	TraesCS4D02G291100.1
TraesCS7A02G433600.1	TraesCS1B02G113900.1	TraesCS5D02G187600.1
TraesCS7A02G509000.1	"TraesCS7B02G418400.1, TraesCS7B02G418600.1"	TraesCS7D02G497300.1
TraesCS1A02G330100.1	TraesCS1B02G343700.1	TraesCS1D02G332500.1
TraesCS2A02G272300.1	"TraesCS5B02G365900.1, TraesCS4B02G002100.1"	"TraesCS5D02G409400.1, TraesCS3D02G135200.1, TraesCS3D02G294500.1, TraesCS3D02G213500.1, TraesCS4D02G154100.1"
TraesCS2A02G461200.1	TraesCS2B02G483000.1	TraesCS2D02G461400.1
TraesCS2A02G494100.1	TraesCS2B02G522000.1	TraesCS2D02G493900.1
TraesCS3A02G460100.1	"TraesCS3B02G503200.1, TraesCS3B02G499900.1, TraesCS3B02G503100.1"	TraesCS3D02G453000.1
TraesCS4A02G321700.1	TraesCS5B02G556600.1	TraesCS5D02G552900.1
TraesCS5A02G389400.2	TraesCS5B02G394600.1	TraesCS5D02G399400.2
TraesCS7A02G314600.1	"TraesCS7B02G215300.1, TraesCS5B02G053600.1"	TraesCS7D02G311700.1
"TraesCS6A02G420700.1, TraesCS1A02G004400.1"	TraesCS6B02G467600.2	TraesCS6D02G405000.1
TraesCS7A02G107700.1	TraesCS7B02G006100.1	TraesCS7D02G102000.1
TraesCS2A02G507700.1	TraesCS2B02G535600.1	"TraesCS2D02G508000.1, TraesCS2D02G508200.1"
"TraesCS4A02G054000.1, TraesCS4A02G054300.1"	TraesCS4B02G250600.1	TraesCS4D02G250500.1
TraesCS5A02G002000.1	"TraesCS5B02G002100.1, TraesCS5B02G001900.1"	"TraesCS5D02G003200.1, TraesCS5D02G003100.1"
"TraesCS6A02G172300.1, TraesCS7A02G545500.1"	"TraesCS6B02G463300.1, TraesCS6B02G195900.1, TraesCS1B02G121900.1"	TraesCS3D02G384900.1
TraesCS7A02G500600.1	TraesCS7B02G407600.1	"TraesCS7D02G487300.1, TraesCS7D02G487000.1"
TraesCS7A02G500500.1	"TraesCS7B02G407500.1, TraesCS7B02G407700.1"	TraesCS7D02G487100.1
TraesCS5A02G350600.1	TraesCS5B02G353200.1	TraesCS5D02G357600.1
TraesCS5A02G369100.1	TraesCS2B02G137700.1	"TraesCS2D02G117400.1, TraesCS5D02G378600.1"
TraesCS5A02G369200.1	TraesCS5B02G371500.1	TraesCS5D02G378700.1
TraesCS3A02G287500.1	"TraesCS3B02G322100.1, TraesCS3B02G322200.1, TraesCS3B02G322000.1"	"TraesCS3D02G287300.1, TraesCS3D02G287000.1, TraesCS3D02G287100.1"
"TraesCS1A02G009100.1, TraesCS1A02G008200.1, TraesCS1A02G009200.1, TraesCS1A02G010300.1"	"TraesCS1B02G014000.1, TraesCS1B02G011900.1"	TraesCS1D02G007900.1
"TraesCS1A02G097900.1, TraesCS7A02G238000.1"	TraesCS4B02G238300.1	TraesCS7D02G286400.1
TraesCS7A02G217200.1	TraesCS7B02G124100.1	TraesCS7D02G218500.2
"TraesCS2A02G091300.1, TraesCS2A02G091800.1"	TraesCS2B02G106800.1	TraesCS2D02G090900.1
TraesCS3A02G382100.1	"TraesCS2B02G248000.1, TraesCS3B02G304500.1, TraesCS4B02G057000.1, TraesCS3B02G414800.1"	"TraesCS7D02G139600.1, TraesCS3D02G375900.1"
"TraesCS1A02G419300.1, TraesCS1A02G419200.1"	"TraesCS1B02G449400.1, TraesCS1B02G449100.1, TraesCS1B02G449300.1"	"TraesCS1D02G426900.1, TraesCS1D02G427000.1"
TraesCS2A02G180500.2	"TraesCS2B02G206600.1, TraesCS7B02G041300.1, TraesCS2B02G207300.1"	TraesCS7D02G141000.1
TraesCS2A02G408400.1	TraesCS2B02G426800.1	TraesCS2D02G406400.1
TraesCS2A02G408300.1	"TraesCS2B02G426700.1, TraesCS2B02G426600.1"	TraesCS2D02G406500.1
TraesCS5A02G368300.1	TraesCS5B02G370600.1	TraesCS5D02G377800.1
"TraesCS5A02G260500.1, TraesCS5A02G240100.1"	"TraesCS5B02G264900.1, TraesCS2B02G506200.1, TraesCS5B02G258800.1"	"TraesCS2D02G480500.1, TraesCS5D02G267900.1"
TraesCS5A02G446000.1	"TraesCS3B02G287600.1, TraesCS5B02G455700.1, TraesCS5B02G451400.2, TraesCS5B02G454200.1, TraesCS5B02G452500.1, TraesCS5B02G458100.1"	"TraesCS5D02G454200.1, TraesCS5D02G454600.1"
TraesCS6A02G381400.1	TraesCS6B02G420000.1	"TraesCS6D02G366200.1, TraesCS6D02G365700.1"
TraesCS6A02G389900.1	"TraesCS6B02G429200.1, TraesCS6B02G428900.1, TraesCS6B02G429000.1, TraesCS6B02G429100.1, TraesCS6B02G429300.1"	"TraesCS6D02G373800.1, TraesCS6D02G373900.1"
TraesCS7A02G129100.1	TraesCS1B02G338200.1	"TraesCS7D02G128000.1, TraesCS1D02G326900.1, TraesCS1D02G326200.1, TraesCS1D02G326300.1, TraesCS1D02G325900.1"
TraesCS7A02G460100.1	"TraesCS7B02G361400.2, TraesCS7B02G361100.1, TraesCS7B02G361300.1, TraesCS7B02G361200.1, TraesCS7B02G360900.1"	TraesCS7D02G448200.1
"TraesCS1A02G024000.1, TraesCS1A02G023900.1"	"TraesCS1B02G030300.1, TraesCS1B02G030100.1"	"TraesCS1D02G023800.1, TraesCS1D02G023600.1, TraesCS1D02G023900.1, TraesCS1D02G023500.1"
"TraesCS7A02G281100.1, TraesCS3A02G474700.1, TraesCS1A02G192000.1"	TraesCS2B02G000800.1	"TraesCS3D02G354600.1, TraesCS1D02G443500.1, TraesCS3D02G401900.1"
"TraesCS2A02G084600.1, TraesCS2A02G084700.1"	TraesCS2B02G099400.1	TraesCS2D02G082600.1
TraesCS3A02G506800.1	TraesCS5B02G461000.1	"TraesCS7D02G436700.1, TraesCS5D02G462600.1"
TraesCS4A02G072000.1	TraesCS4B02G227900.1	TraesCS4D02G228800.1
