OG0013276	TraesPARA_EIv1.0_0073630.3	TraesCS1A03G0301200.1
OG0013649	TraesPARA_EIv1.0_0335530.1	TraesCS2A03G1309200.1
OG0013650	TraesPARA_EIv1.0_0013030.1	TraesCS1A03G0958900.1
OG0013651	TraesPARA_EIv1.0_1523610.1	TraesCS5A03G1086700.1
OG0013652	TraesPARA_EIv1.0_0450770.1	TraesCS2A03G0122500.1
OG0013653	TraesPARA_EIv1.0_1305820.1	TraesCS4A03G0003300.1
OG0013654	TraesPARA_EIv1.0_0864360.1	TraesCS3A03G0977900.1
OG0013655	TraesPARA_EIv1.0_1285290.2	TraesCS4A03G0226800.4
OG0013656	TraesPARA_EIv1.0_0370900.1	TraesCS2A03G0946200.1
OG0013657	TraesPARA_EIv1.0_0020620.1	TraesCS1A03G0867800.1
OG0013658	TraesPARA_EIv1.0_0859080.1	TraesCS3A03G0923900.1
OG0013659	TraesPARA_EIv1.0_0854790.1	TraesCS3A03G0878500.1
OG0013660	TraesPARA_EIv1.0_0864840.1	TraesCS3A03G0982300.1
OG0013661	TraesPARA_EIv1.0_0792670.1	TraesCS3A03G0234800.1
OG0013662	TraesPARA_EIv1.0_1946420.1	TraesCS6A03G0603100.1
OG0013663	TraesPARA_EIv1.0_1985330.1	TraesCS6A03G1000300.1
OG0013664	TraesPARA_EIv1.0_1250660.1	TraesCS4A03G0594600.1
OG0013667	TraesPARA_EIv1.0_1551790.1	TraesCS5A03G0793700.1
OG0013668	TraesPARA_EIv1.0_1948340.1	TraesCS6A03G0623200.1
OG0013669	TraesPARA_EIv1.0_1910270.2	TraesCS6A03G0222500.1
OG0013670	TraesPARA_EIv1.0_2349760.1	TraesCS7A03G1241800.1
OG0013671	TraesPARA_EIv1.0_1589780.1	TraesCS5A03G0390900.1
OG0013672	TraesPARA_EIv1.0_1248710.3	TraesCS4A03G0615200.2
OG0013673	TraesPARA_EIv1.0_0460640.1	TraesCS2A03G0046500.1
OG0013674	TraesPARA_EIv1.0_1526170.1	TraesCS5A03G1060100.1
OG0013675	TraesPARA_EIv1.0_1549560.1	TraesCS5A03G0813800.1
OG0013676	TraesPARA_EIv1.0_2262440.1	TraesCS7A03G0364500.1
OG0013677	TraesPARA_EIv1.0_0055070.1	TraesCS1A03G0499300.1
OG0013678	TraesPARA_EIv1.0_0079840.1	TraesCS1A03G0231700.1
OG0013679	TraesPARA_EIv1.0_1292800.1	TraesCS4A03G0154600.1
OG0013680	TraesPARA_EIv1.0_1292840.1	TraesCS4A03G0155000.1
OG0013681	TraesPARA_EIv1.0_1203940.1	TraesCS4A03G1042100.1
OG0013682	TraesPARA_EIv1.0_0362820.1	TraesCS2A03G1032600.1
OG0013683	TraesPARA_EIv1.0_1622230.1	TraesCS5A03G0045900.1
OG0013684	TraesPARA_EIv1.0_1243860.1	TraesCS4A03G0668800.1
OG0013685	TraesPARA_EIv1.0_0882440.1	TraesCS3A03G1156800.1
OG0013687	TraesPARA_EIv1.0_1218180.2	TraesCS4A03G1022600.1
OG0013688	TraesPARA_EIv1.0_1979360.1	TraesCS6A03G0940400.1
OG0013689	TraesPARA_EIv1.0_0021750.1	TraesCS1A03G0855200.2
OG0013690	TraesPARA_EIv1.0_0021750.2	TraesCS1A03G0855200.1
OG0013691	TraesPARA_EIv1.0_0786870.1	TraesCS3A03G0179900.1
OG0013692	TraesPARA_EIv1.0_1534470.1	TraesCS5A03G0968600.1
OG0013693	TraesPARA_EIv1.0_0799550.1	TraesCS3A03G0304700.1
OG0013694	TraesPARA_EIv1.0_0093840.1	TraesCS1A03G0089700.1
OG0013695	TraesPARA_EIv1.0_1558070.1	TraesCS1A03G0706200.1
OG0013696	TraesPARA_EIv1.0_1989490.1	TraesCS6A03G1042600.1
OG0013697	TraesPARA_EIv1.0_1259010.1	TraesCS4A03G0504300.2
OG0013698	TraesPARA_EIv1.0_1259010.2	TraesCS4A03G0504300.1
OG0013699	TraesPARA_EIv1.0_0806240.1	TraesCS3A03G0373100.1
OG0013700	TraesPARA_EIv1.0_1929410.1	TraesCS6A03G0424500.1
OG0013701	TraesPARA_EIv1.0_1268570.1	TraesCS4A03G0413500.1
OG0013702	TraesPARA_EIv1.0_0081830.1	TraesCS1A03G0211700.1
OG0013703	TraesPARA_EIv1.0_0054680.1	TraesCS1A03G0503400.1
OG0013704	TraesPARA_EIv1.0_0369060.1	TraesCS2A03G0964200.1
OG0013705	TraesPARA_EIv1.0_1894270.1	TraesCS6A03G0058900.1
OG0013706	TraesPARA_EIv1.0_0348440.1	TraesCS2A03G1180700.1
OG0013707	TraesPARA_EIv1.0_0383640.1	TraesCS2A03G0816500.1
OG0013709	TraesPARA_EIv1.0_0027760.1	TraesCS7A03G1346300.1
OG0013710	TraesPARA_EIv1.0_0421410.1	TraesCS2A03G0421300.1
OG0013711	TraesPARA_EIv1.0_1545210.1	TraesCS5A03G0852800.1
OG0013712	TraesPARA_EIv1.0_1305180.1	TraesCS4A03G0008700.1
OG0013713	TraesPARA_EIv1.0_1972790.1	TraesCS6A03G0881600.1
OG0013714	TraesPARA_EIv1.0_0336310.1	TraesCS2A03G1305700.1
OG0013715	TraesPARA_EIv1.0_1988370.1	TraesCS6A03G1030900.1
OG0013716	TraesPARA_EIv1.0_1241310.1	TraesCS4A03G0697700.1
OG0013717	TraesPARA_EIv1.0_0787350.1	TraesCS3A03G0184800.1
OG0013718	TraesPARA_EIv1.0_0797740.1	TraesCS2A03G1104900.1
OG0013719	TraesPARA_EIv1.0_0057960.1	TraesCS1A03G0465600.1
OG0013720	TraesPARA_EIv1.0_0344570.1	TraesCS2A03G1220500.1
OG0013721	TraesPARA_EIv1.0_1524960.1	TraesCS5A03G1072200.1
OG0013722	TraesPARA_EIv1.0_1962840.1	TraesCS6A03G0776900.1
OG0013723	TraesPARA_EIv1.0_0780080.1	TraesCS3A03G0105300.1
OG0013724	TraesPARA_EIv1.0_1924580.1	TraesCS6A03G0374100.1
OG0013725	TraesPARA_EIv1.0_1521260.1	TraesCS5A03G1113600.1
OG0013727	TraesPARA_EIv1.0_1569580.1	TraesCS5A03G0609000.1
OG0013728	TraesPARA_EIv1.0_1547810.1	TraesCS5A03G0830600.1
OG0013730	TraesPARA_EIv1.0_0840470.1	TraesCS3A03G0722300.1
OG0013731	TraesPARA_EIv1.0_0100760.1	TraesCS1A03G0017700.1
OG0013732	TraesPARA_EIv1.0_1561620.1	TraesCS5A03G0693800.1
OG0013733	TraesPARA_EIv1.0_2245560.1	TraesCS7A03G0197400.1
OG0013734	TraesPARA_EIv1.0_0411810.1	TraesCS2A03G0524700.2
OG0013735	TraesPARA_EIv1.0_2278390.5	TraesCS7A03G0527900.2
OG0013736	TraesPARA_EIv1.0_2278390.2	TraesCS7A03G0527900.1
OG0013737	TraesPARA_EIv1.0_0841210.1	TraesCS3A03G0728500.1
OG0013738	TraesPARA_EIv1.0_0849900.1	TraesCS3A03G0824100.1
OG0013739	TraesPARA_EIv1.0_1260600.1	TraesCS4A03G0487500.1
OG0013740	TraesPARA_EIv1.0_1599070.1	TraesCS5A03G0289400.1
OG0013741	TraesPARA_EIv1.0_0357510.1	TraesCS2A03G1087200.1
OG0013742	TraesPARA_EIv1.0_1544940.1	TraesCS5A03G0855600.1
OG0013744	TraesPARA_EIv1.0_0063020.1	TraesCS1A03G0408700.1
OG0013745	TraesPARA_EIv1.0_0430600.1	TraesCS2A03G0325100.1
OG0013746	TraesPARA_EIv1.0_0055890.1	TraesCS1A03G0489000.1
OG0013747	TraesPARA_EIv1.0_0063350.1	TraesCS1A03G0406600.1
OG0013748	TraesPARA_EIv1.0_0088820.1	TraesCS1A03G0144800.1
OG0013749	TraesPARA_EIv1.0_0846300.1	TraesCS3A03G0784100.1
OG0013750	TraesPARA_EIv1.0_0011710.1	TraesCS1A03G0945100.1
OG0013751	TraesPARA_EIv1.0_1975540.1	TraesCS6A03G0906900.1
OG0013752	TraesPARA_EIv1.0_1610720.1	TraesCS5A03G0166700.1
OG0013753	TraesPARA_EIv1.0_1536150.1	TraesCS5A03G0950500.1
OG0013754	TraesPARA_EIv1.0_2321780.1	TraesCS7A03G0965900.1
OG0013755	TraesPARA_EIv1.0_0350540.1	TraesCS2A03G1160200.1
OG0013756	TraesPARA_EIv1.0_0804390.1	TraesCS3A03G0351700.1
OG0013757	TraesPARA_EIv1.0_1511000.1	TraesCS5A03G1219600.1
OG0013758	TraesPARA_EIv1.0_2262180.1	TraesCS7A03G0362100.1
OG0013759	TraesPARA_EIv1.0_1514960.1	TraesCS5A03G1177200.1
OG0013760	TraesPARA_EIv1.0_0873910.1	TraesCS3A03G1082700.1
OG0013761	TraesPARA_EIv1.0_1921860.1	TraesCS6A03G0343500.1
OG0013762	TraesPARA_EIv1.0_0053280.1	TraesCS1A03G0519800.1
OG0013763	TraesPARA_EIv1.0_2297100.1	TraesCS7A03G0717600.1
OG0013764	TraesPARA_EIv1.0_1964910.3	TraesCS6A03G0801600.1
OG0013765	TraesPARA_EIv1.0_0812150.4	TraesCS3A03G0436100.4
OG0013766	TraesPARA_EIv1.0_1248370.1	TraesCS4A03G0618600.1
OG0013767	TraesPARA_EIv1.0_0435050.1	TraesCS2A03G0279800.1
OG0013768	TraesPARA_EIv1.0_0366710.1	TraesCS2A03G0990700.1
OG0013769	TraesPARA_EIv1.0_0825360.1	TraesCS3A03G0565800.1
OG0013770	TraesPARA_EIv1.0_0349740.1	TraesCS2A03G1168100.1
OG0013771	TraesPARA_EIv1.0_0788470.1	TraesCS3A03G0194700.1
OG0013772	TraesPARA_EIv1.0_0425090.1	TraesCS2A03G0384200.1
OG0013773	TraesPARA_EIv1.0_1530600.1	TraesCS5A03G1012300.1
OG0013774	TraesPARA_EIv1.0_1959260.1	TraesCS6A03G0740500.2
OG0013775	TraesPARA_EIv1.0_0813460.2	TraesCS3A03G0448900.4
OG0013776	TraesPARA_EIv1.0_0376900.1	TraesCS2A03G0886700.1
OG0013777	TraesPARA_EIv1.0_0364000.3	TraesCS2A03G1019600.1
OG0013778	TraesPARA_EIv1.0_1610960.1	TraesCS5A03G0163900.1
OG0013779	TraesPARA_EIv1.0_1931120.1	TraesCS6A03G0443500.1
OG0013780	TraesPARA_EIv1.0_1569040.1	TraesCS5A03G0613800.1
OG0013781	TraesPARA_EIv1.0_1595060.1	TraesCS5A03G0317900.1
OG0013782	TraesPARA_EIv1.0_0330020.1	TraesCS2A03G1297600.1
OG0013783	TraesPARA_EIv1.0_0780370.1	TraesCS3A03G0109000.1
OG0013784	TraesPARA_EIv1.0_0441720.1	TraesCS2A03G0211900.1
OG0013785	TraesPARA_EIv1.0_2341420.1	TraesCS7A03G1172600.1
OG0013787	TraesPARA_EIv1.0_0890750.1	TraesCS3A03G1236900.1
OG0013788	TraesPARA_EIv1.0_2241550.1	TraesCS7A03G0154900.1
OG0013789	TraesPARA_EIv1.0_0391260.9	TraesCS2A03G0735800.4
OG0013790	TraesPARA_EIv1.0_0403110.1	TraesCS2A03G0611400.1
OG0013791	TraesPARA_EIv1.0_1969770.1	TraesCS6A03G0853000.1
OG0013792	TraesPARA_EIv1.0_1957660.1	TraesCS6A03G0720000.1
OG0013793	TraesPARA_EIv1.0_0811860.1	TraesCS3A03G0433000.1
OG0013794	TraesPARA_EIv1.0_0397170.1	TraesCS2A03G0672700.1
OG0013795	TraesPARA_EIv1.0_1521290.2	TraesCS5A03G1113100.1
OG0013796	TraesPARA_EIv1.0_1615380.1	TraesCS5A03G0119400.1
OG0013798	TraesPARA_EIv1.0_1914710.1	TraesCS6A03G0270100.1
OG0013799	TraesPARA_EIv1.0_2332150.1	TraesCS7A03G1078500.1
OG0013800	TraesPARA_EIv1.0_0841950.1	TraesCS3A03G0737100.1
OG0013801	TraesPARA_EIv1.0_0068000.1	TraesCS1A03G0359100.1
OG0013802	TraesPARA_EIv1.0_2272410.1	TraesCS7A03G0457500.1
OG0013804	TraesPARA_EIv1.0_1894820.1	TraesCS6A03G0064300.1
OG0013805	TraesPARA_EIv1.0_2284570.1	TraesCS7A03G0594100.2
OG0013806	TraesPARA_EIv1.0_2284570.2	TraesCS7A03G0594100.1
OG0013807	TraesPARA_EIv1.0_0458150.1	TraesCS2A03G0061700.1
OG0013808	TraesPARA_EIv1.0_0792010.1	TraesCS3A03G0227700.1
OG0013809	TraesPARA_EIv1.0_2285750.1	TraesCS7A03G0606100.1
OG0013810	TraesPARA_EIv1.0_1243080.1	TraesCS4A03G0676300.1
OG0013811	TraesPARA_EIv1.0_0020830.1	TraesCS1A03G0865700.1
OG0013812	TraesPARA_EIv1.0_0360970.1	TraesCS2A03G1053400.1
OG0013814	TraesPARA_EIv1.0_0785510.1	TraesCS3A03G0163500.1
OG0013815	TraesPARA_EIv1.0_0789520.1	TraesCS3A03G0205600.1
OG0013816	TraesPARA_EIv1.0_0447480.1	TraesCS2A03G0156100.1
OG0013817	TraesPARA_EIv1.0_1233810.1	TraesCS4A03G0769300.1
OG0013818	TraesPARA_EIv1.0_0430030.1	TraesCS2A03G0331200.1
OG0013819	TraesPARA_EIv1.0_0423210.1	TraesCS2A03G0401800.1
OG0013820	TraesPARA_EIv1.0_0845930.2	TraesCS3A03G0779500.1
OG0013821	TraesPARA_EIv1.0_0845930.1	TraesCS3A03G0779500.2
OG0013822	TraesPARA_EIv1.0_0050580.1	TraesCS1A03G0549800.1
OG0013823	TraesPARA_EIv1.0_1907250.1	TraesCS6A03G0188500.1
OG0013824	TraesPARA_EIv1.0_0371390.1	TraesCS2A03G0940900.1
OG0013825	TraesPARA_EIv1.0_2295490.1	TraesCS7A03G0702000.1
OG0013826	TraesPARA_EIv1.0_1909510.1	TraesCS6A03G0215300.1
OG0013827	TraesPARA_EIv1.0_0385940.1	TraesCS2A03G0793300.1
OG0013828	TraesPARA_EIv1.0_1236120.1	TraesCS4A03G0751000.1
OG0013829	TraesPARA_EIv1.0_0811460.1	TraesCS3A03G0428500.1
OG0013830	TraesPARA_EIv1.0_1576820.1	TraesCS5A03G0532400.1
OG0013831	TraesPARA_EIv1.0_1255290.3	TraesCS4A03G0545300.3
OG0013832	TraesPARA_EIv1.0_0020490.1	TraesCS1A03G0869200.1
OG0013833	TraesPARA_EIv1.0_2280180.1	TraesCS7A03G0549400.1
OG0013834	TraesPARA_EIv1.0_1590570.2	TraesCS5A03G0383300.2
OG0013835	TraesPARA_EIv1.0_0775270.1	TraesCS3A03G0058300.1
OG0013836	TraesPARA_EIv1.0_1584160.1	TraesCS5A03G0452800.1
OG0013837	TraesPARA_EIv1.0_0845670.1	TraesCS3A03G0776700.1
OG0013838	TraesPARA_EIv1.0_0446970.1	TraesCS2A03G0160300.1
OG0013839	TraesPARA_EIv1.0_0041590.1	TraesCS1A03G0647000.1
OG0013840	TraesPARA_EIv1.0_0074090.2	TraesCS1A03G0296500.2
OG0013841	TraesPARA_EIv1.0_2363410.1	TraesCS7A03G1374100.1
OG0013842	TraesPARA_EIv1.0_1617260.1	TraesCS5A03G0098300.1
OG0013843	TraesPARA_EIv1.0_0370870.1	TraesCS2A03G0946600.1
OG0013844	TraesPARA_EIv1.0_0388090.1	TraesCS2A03G0770100.1
OG0013845	TraesPARA_EIv1.0_0380680.1	TraesCS2A03G0847900.1
OG0013846	TraesPARA_EIv1.0_2344410.1	TraesCS7A03G1200000.1
OG0013847	TraesPARA_EIv1.0_1585900.1	TraesCS7A03G0030700.1
OG0013849	TraesPARA_EIv1.0_0018010.1	TraesCS1A03G0895200.1
OG0013850	TraesPARA_EIv1.0_1960060.1	TraesCS6A03G0747900.1
OG0013851	TraesPARA_EIv1.0_1512480.1	TraesCS5A03G1204800.1
OG0013852	TraesPARA_EIv1.0_1575490.1	TraesCS5A03G0546100.1
OG0013853	TraesPARA_EIv1.0_2346540.2	TraesCS7A03G1217600.1
OG0013854	TraesPARA_EIv1.0_2346540.1	TraesCS7A03G1217600.2
OG0013856	TraesPARA_EIv1.0_2266120.1	TraesCS7A03G0407900.1
OG0013857	TraesPARA_EIv1.0_2300250.1	TraesCS7A03G0747100.1
OG0013859	TraesPARA_EIv1.0_0867940.1	TraesCS3A03G1019600.1
OG0013860	TraesPARA_EIv1.0_1921890.1	TraesCS6A03G0343900.1
OG0013861	TraesPARA_EIv1.0_0849680.1	TraesCS3A03G0820700.1
OG0013862	TraesPARA_EIv1.0_1610010.1	TraesCS5A03G0173200.1
OG0013863	TraesPARA_EIv1.0_2266960.1	TraesCS7A03G0416100.2
OG0013864	TraesPARA_EIv1.0_2266960.2	TraesCS7A03G0416100.1
OG0013865	TraesPARA_EIv1.0_0888050.1	TraesCS3A03G1212300.1
OG0013867	TraesPARA_EIv1.0_0810850.1	TraesCS3A03G0422000.1
OG0013868	TraesPARA_EIv1.0_2340210.1	TraesCS7A03G1158400.1
OG0013869	TraesPARA_EIv1.0_2340210.2	TraesCS7A03G1158400.2
OG0013871	TraesPARA_EIv1.0_1576760.1	TraesCS5A03G0533400.1
OG0013872	TraesPARA_EIv1.0_0812260.1	TraesCS3A03G0437900.1
OG0013873	TraesPARA_EIv1.0_0003260.1	TraesCS1A03G1050700.1
OG0013874	TraesPARA_EIv1.0_0353910.1	TraesCS2A03G1123800.1
OG0013875	TraesPARA_EIv1.0_0098040.1	TraesCS1A03G0045100.1
OG0013876	TraesPARA_EIv1.0_1244920.1	TraesCS4A03G0657100.1
OG0013877	TraesPARA_EIv1.0_2346630.1	TraesCS7A03G1218500.1
OG0013878	TraesPARA_EIv1.0_0351080.1	TraesCS2A03G1154700.1
OG0013879	TraesPARA_EIv1.0_0024550.1	TraesCS1A03G0827600.1
OG0013880	TraesPARA_EIv1.0_1225370.1	TraesCS4A03G0843200.1
OG0013881	TraesPARA_EIv1.0_1248320.1	TraesCS4A03G0619300.1
OG0013882	TraesPARA_EIv1.0_1239920.1	TraesCS4A03G0712800.1
OG0013883	TraesPARA_EIv1.0_0419210.1	TraesCS2A03G0446500.1
OG0013884	TraesPARA_EIv1.0_0047370.1	TraesCS1A03G0584600.1
OG0013885	TraesPARA_EIv1.0_1203420.1	TraesCS4A03G1046900.1
OG0013886	TraesPARA_EIv1.0_2331340.1	TraesCS7A03G1071000.1
OG0013887	TraesPARA_EIv1.0_0032720.1	TraesCS1A03G0741000.1
OG0013888	TraesPARA_EIv1.0_2335600.1	TraesCS7A03G1112800.1
OG0013889	TraesPARA_EIv1.0_0349190.1	TraesCS2A03G1173700.1
OG0013890	TraesPARA_EIv1.0_1624930.1	TraesCS5A03G0017800.1
OG0013891	TraesPARA_EIv1.0_2342080.1	TraesCS7A03G1178200.1
OG0013892	TraesPARA_EIv1.0_0014410.1	TraesCS1A03G0974000.1
OG0013893	TraesPARA_EIv1.0_2273820.1	TraesCS7A03G0445700.1
OG0013894	TraesPARA_EIv1.0_2311320.1	TraesCS7A03G0854000.1
OG0013895	TraesPARA_EIv1.0_0859260.1	TraesCS3A03G0926200.1
OG0013896	TraesPARA_EIv1.0_1984450.1	TraesCS6A03G0988800.1
OG0013897	TraesPARA_EIv1.0_1602390.1	TraesCS5A03G0253900.1
OG0013899	TraesPARA_EIv1.0_1293730.1	TraesCS4A03G0123000.1
OG0013900	TraesPARA_EIv1.0_1891820.1	TraesCS6A03G0030200.1
OG0013901	TraesPARA_EIv1.0_2307950.1	TraesCS7A03G0821600.1
OG0013902	TraesPARA_EIv1.0_0092530.1	TraesCS1A03G0103000.1
OG0013903	TraesPARA_EIv1.0_2242600.1	TraesCS7A03G0165100.1
OG0013904	TraesPARA_EIv1.0_0786890.1	TraesCS3A03G0180000.1
OG0013905	TraesPARA_EIv1.0_0449220.1	TraesCS2A03G0138300.1
OG0013906	TraesPARA_EIv1.0_1563270.1	TraesCS5A03G0675800.1
OG0013907	TraesPARA_EIv1.0_2246600.1	TraesCS7A03G0207500.1
OG0013908	TraesPARA_EIv1.0_0092190.2	TraesCS1A03G0106500.2
OG0013909	TraesPARA_EIv1.0_0092190.1	TraesCS1A03G0106500.1
OG0013910	TraesPARA_EIv1.0_1563130.1	TraesCS5A03G0677000.1
OG0013911	TraesPARA_EIv1.0_1508070.1	TraesCS5A03G1251400.1
OG0013912	TraesPARA_EIv1.0_1571880.1	TraesCS5A03G0586100.1
OG0013913	TraesPARA_EIv1.0_0873210.1	TraesCS3A03G1075400.1
OG0013914	TraesPARA_EIv1.0_0009720.1	TraesCS1A03G0919500.1
OG0013915	TraesPARA_EIv1.0_1290250.1	TraesCS4A03G0173400.1
OG0013916	TraesPARA_EIv1.0_2316620.1	TraesCS7A03G0910100.1
OG0013917	TraesPARA_EIv1.0_2288880.1	TraesCS7A03G0636100.1
OG0013918	TraesPARA_EIv1.0_0005230.1	TraesCS1A03G1030700.1
OG0013919	TraesPARA_EIv1.0_1523080.5	TraesCS5A03G1091700.2
OG0013920	TraesPARA_EIv1.0_0436140.1	TraesCS2A03G0267800.1
OG0013921	TraesPARA_EIv1.0_1964670.1	TraesCS6A03G0799300.1
OG0013922	TraesPARA_EIv1.0_0368370.1	TraesCS2A03G0972500.1
OG0013923	TraesPARA_EIv1.0_0030810.1	TraesCS1A03G0763800.1
OG0013924	TraesPARA_EIv1.0_2287850.1	TraesCS7A03G0627000.1
OG0013926	TraesPARA_EIv1.0_2349940.1	TraesCS7A03G1243400.1
OG0013927	TraesPARA_EIv1.0_2267650.1	TraesCS7A03G0423000.1
OG0013928	TraesPARA_EIv1.0_2249070.1	TraesCS7A03G0226500.1
OG0013929	TraesPARA_EIv1.0_1241470.1	TraesCS4A03G0695500.1
OG0013930	TraesPARA_EIv1.0_2316760.1	TraesCS7A03G0911700.1
OG0013931	TraesPARA_EIv1.0_1286870.1	TraesCS4A03G0211900.1
OG0013932	TraesPARA_EIv1.0_0381750.1	TraesCS2A03G0836000.1
OG0013934	TraesPARA_EIv1.0_0807680.1	TraesCS3A03G0390500.1
OG0013935	TraesPARA_EIv1.0_2333760.2	TraesCS7A03G1095200.2
OG0013936	TraesPARA_EIv1.0_1943880.1	TraesCS6A03G0577500.1
OG0013937	TraesPARA_EIv1.0_1599940.1	TraesCS5A03G0280200.1
OG0013938	TraesPARA_EIv1.0_0375180.1	TraesCS2A03G0903900.1
OG0013939	TraesPARA_EIv1.0_1917450.1	TraesCS6A03G0298000.1
OG0013940	TraesPARA_EIv1.0_2288010.1	TraesCS7A03G0627900.1
OG0013942	TraesPARA_EIv1.0_0379580.1	TraesCS2A03G0860300.1
OG0013943	TraesPARA_EIv1.0_1562520.1	TraesCS5A03G0684600.2
OG0013944	TraesPARA_EIv1.0_1562520.2	TraesCS5A03G0684600.1
OG0013945	TraesPARA_EIv1.0_0087120.1	TraesCS1A03G0163300.1
OG0013946	TraesPARA_EIv1.0_0442830.1	TraesCS2A03G0201400.1
OG0013947	TraesPARA_EIv1.0_1229200.1	TraesCS4A03G0811500.1
OG0013948	TraesPARA_EIv1.0_1530200.1	TraesCS5A03G1017100.1
OG0013949	TraesPARA_EIv1.0_1217730.1	TraesCS4A03G1017600.1
OG0013950	TraesPARA_EIv1.0_1285020.1	TraesCS4A03G0229200.1
OG0013951	TraesPARA_EIv1.0_0856230.1	TraesCS3A03G0893400.1
OG0013952	TraesPARA_EIv1.0_0380260.1	TraesCS2A03G0852200.1
OG0013953	TraesPARA_EIv1.0_0877560.1	TraesCS5A03G1025000.1
OG0013954	TraesPARA_EIv1.0_1965280.1	TraesCS6A03G0804600.1
OG0013955	TraesPARA_EIv1.0_1581650.1	TraesCS5A03G0479100.1
OG0013956	TraesPARA_EIv1.0_1948230.1	TraesCS6A03G0622300.1
OG0013958	TraesPARA_EIv1.0_0889890.1	TraesCS3A03G1228500.1
OG0013959	TraesPARA_EIv1.0_1259510.1	TraesCS4A03G0498800.1
OG0013960	TraesPARA_EIv1.0_1538510.1	TraesCS5A03G0925400.1
OG0013961	TraesPARA_EIv1.0_0373690.1	TraesCS2A03G0921000.1
OG0013962	TraesPARA_EIv1.0_1246220.1	TraesCS2A03G0317600.1
OG0013963	TraesPARA_EIv1.0_1282480.1	TraesCS4A03G0257300.1
OG0013964	TraesPARA_EIv1.0_1547090.1	TraesCS5A03G0840100.1
OG0013965	TraesPARA_EIv1.0_0806310.1	TraesCS3A03G0374300.1
OG0013966	TraesPARA_EIv1.0_2311420.1	TraesCS7A03G0855200.1
OG0013967	TraesPARA_EIv1.0_1534300.1	TraesCS5A03G0970400.1
OG0013968	TraesPARA_EIv1.0_2315560.1	TraesCS7A03G0897600.1
OG0013969	TraesPARA_EIv1.0_1957230.1	TraesCS6A03G0713500.1
OG0013970	TraesPARA_EIv1.0_1913970.1	TraesCS6A03G0262200.1
OG0013971	TraesPARA_EIv1.0_2325700.1	TraesCS7A03G1011400.1
OG0013972	TraesPARA_EIv1.0_1272250.1	TraesCS4A03G0397400.1
OG0013973	TraesPARA_EIv1.0_1272250.2	TraesCS4A03G0397400.2
OG0013974	TraesPARA_EIv1.0_0866110.1	TraesCS3A03G0998000.1
OG0013975	TraesPARA_EIv1.0_1945880.1	TraesCS6A03G0597700.1
OG0013976	TraesPARA_EIv1.0_2283110.1	TraesCS7A03G0577800.1
OG0013977	TraesPARA_EIv1.0_0456710.1	TraesCS2A03G0075900.1
OG0013978	TraesPARA_EIv1.0_1249170.1	TraesCS4A03G0610200.1
OG0013979	TraesPARA_EIv1.0_0389690.2	TraesCS2A03G0753100.1
OG0013980	TraesPARA_EIv1.0_0450110.1	TraesCS2A03G0129600.1
OG0013981	TraesPARA_EIv1.0_2269320.1	TraesCS7A03G0440500.1
OG0013982	TraesPARA_EIv1.0_0032540.1	TraesCS1A03G0742800.1
OG0013983	TraesPARA_EIv1.0_2296750.1	TraesCS7A03G0714000.1
OG0013984	TraesPARA_EIv1.0_0363080.1	TraesCS2A03G1029400.1
OG0013985	TraesPARA_EIv1.0_0797960.1	TraesCS3A03G0287600.1
OG0013986	TraesPARA_EIv1.0_0427960.1	TraesCS2A03G0354000.1
OG0013987	TraesPARA_EIv1.0_0403040.1	TraesCS2A03G0612200.1
OG0013988	TraesPARA_EIv1.0_1227620.1	TraesCS4A03G0825100.1
OG0013989	TraesPARA_EIv1.0_0859530.1	TraesCS3A03G0929200.1
OG0013990	TraesPARA_EIv1.0_0441830.1	TraesCS2A03G0211100.3
OG0013991	TraesPARA_EIv1.0_2256660.1	TraesCS7A03G0307100.1
OG0013992	TraesPARA_EIv1.0_2310430.1	TraesCS7A03G0843900.1
OG0013993	TraesPARA_EIv1.0_0091610.1	TraesCS1A03G0112200.1
OG0013994	TraesPARA_EIv1.0_1515030.1	TraesCS5A03G1176500.1
OG0013995	TraesPARA_EIv1.0_1216140.1	TraesCS4A03G1002000.1
OG0013996	TraesPARA_EIv1.0_0433440.1	TraesCS2A03G0296100.1
OG0013997	TraesPARA_EIv1.0_1591320.1	TraesCS5A03G0375300.1
OG0013999	TraesPARA_EIv1.0_2356550.1	TraesCS7A03G1316000.1
OG0014000	TraesPARA_EIv1.0_2359640.1	TraesCS7A03G1342100.1
OG0014001	TraesPARA_EIv1.0_1516610.1	TraesCS5A03G1158900.1
OG0014002	TraesPARA_EIv1.0_0378200.1	TraesCS2A03G0874900.1
OG0014003	TraesPARA_EIv1.0_2235910.1	TraesCS7A03G0102100.1
OG0014004	TraesPARA_EIv1.0_1275280.6	TraesCS4A03G0360900.1
OG0014005	TraesPARA_EIv1.0_0435930.1	TraesCS2A03G0270800.1
OG0014006	TraesPARA_EIv1.0_0362790.1	TraesCS2A03G1032900.1
OG0014007	TraesPARA_EIv1.0_0432660.1	TraesCS2A03G0305000.1
OG0014008	TraesPARA_EIv1.0_2310600.1	TraesCS7A03G0847200.1
OG0014009	TraesPARA_EIv1.0_1987650.1	TraesCS6A03G1024800.1
OG0014010	TraesPARA_EIv1.0_1960410.1	TraesCS6A03G0751600.1
